46,"SELECT up_id, dbo.fGetNearestObjIdEq(up_ra,up_dec,#) as objId   FROM #upload WHERE dbo.fGetNearestObjIdEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&,&&&, @log=#, @filter=#"
2019-11-20 06:40:00,2
2019-11-20 06:41:00,1
2019-11-20 06:42:00,3
2019-11-20 06:44:00,1
2019-11-20 06:45:00,2
2019-11-20 06:46:00,3
2019-11-20 06:47:00,2
2019-11-20 06:48:00,4
2019-11-20 06:49:00,3
2019-11-20 06:50:00,1
2019-11-20 06:51:00,2
2019-11-20 06:53:00,2
2019-11-20 06:54:00,1
2019-11-20 12:20:00,1
2019-11-20 12:28:00,2
2019-11-20 12:29:00,1
2019-11-20 12:31:00,1
2019-11-20 12:33:00,1
2019-11-20 12:35:00,1
2019-11-20 12:36:00,2
2019-11-20 12:38:00,1
2019-11-20 12:40:00,1
2019-11-20 13:54:00,2
2019-11-20 14:00:00,1
2019-11-20 14:01:00,1
2019-11-20 14:06:00,2
2019-11-20 14:15:00,2
