2928,select * from sqllogall2#_#_#h_to_#_#h where mm = # and dd = # and hh = #
2019-11-20 11:43:00,2
2019-11-20 11:44:00,32
2019-11-20 11:45:00,30
2019-11-20 11:46:00,30
2019-11-20 11:47:00,28
2019-11-20 11:48:00,27
2019-11-20 11:49:00,25
2019-11-20 11:50:00,24
2019-11-20 11:51:00,21
2019-11-20 11:52:00,20
2019-11-20 11:53:00,19
2019-11-20 11:54:00,20
2019-11-20 11:55:00,20
2019-11-20 11:56:00,19
2019-11-20 11:57:00,18
2019-11-20 11:58:00,17
2019-11-20 11:59:00,17
2019-11-20 12:00:00,15
2019-11-20 12:01:00,14
2019-11-20 12:02:00,9
2019-11-20 12:03:00,8
2019-11-20 12:04:00,9
2019-11-20 12:05:00,8
2019-11-20 12:06:00,10
2019-11-20 12:07:00,11
2019-11-20 12:08:00,10
2019-11-20 12:09:00,10
2019-11-20 12:10:00,10
2019-11-20 12:11:00,9
2019-11-20 12:12:00,10
2019-11-20 12:13:00,10
2019-11-20 12:14:00,9
2019-11-20 12:15:00,10
2019-11-20 12:16:00,10
2019-11-20 12:17:00,10
2019-11-20 12:18:00,9
2019-11-20 12:19:00,9
2019-11-20 12:20:00,9
2019-11-20 12:21:00,9
2019-11-20 12:22:00,10
2019-11-20 12:23:00,10
2019-11-20 12:24:00,9
2019-11-20 12:25:00,9
2019-11-20 12:26:00,9
2019-11-20 12:27:00,10
2019-11-20 12:28:00,9
2019-11-20 12:29:00,9
2019-11-20 12:30:00,9
2019-11-20 12:31:00,8
2019-11-20 12:32:00,9
2019-11-20 12:33:00,8
2019-11-20 12:34:00,9
2019-11-20 12:35:00,8
2019-11-20 12:36:00,9
2019-11-20 12:37:00,8
2019-11-20 12:38:00,9
2019-11-20 12:39:00,5
2019-11-20 12:50:00,1
2019-11-20 12:51:00,33
2019-11-20 12:52:00,33
2019-11-20 12:53:00,34
2019-11-20 12:54:00,30
2019-11-20 12:55:00,31
2019-11-20 12:56:00,31
2019-11-20 12:57:00,29
2019-11-20 12:58:00,28
2019-11-20 12:59:00,26
2019-11-20 13:00:00,23
2019-11-20 13:01:00,24
2019-11-20 13:02:00,25
2019-11-20 13:03:00,24
2019-11-20 13:04:00,23
2019-11-20 13:05:00,21
2019-11-20 13:06:00,21
2019-11-20 13:07:00,21
2019-11-20 13:08:00,20
2019-11-20 13:09:00,20
2019-11-20 13:10:00,19
2019-11-20 13:11:00,20
2019-11-20 13:12:00,18
2019-11-20 13:13:00,19
2019-11-20 13:14:00,17
2019-11-20 13:15:00,17
2019-11-20 13:16:00,17
2019-11-20 13:17:00,18
2019-11-20 13:18:00,16
2019-11-20 13:19:00,16
2019-11-20 13:20:00,15
2019-11-20 13:21:00,16
2019-11-20 13:22:00,14
2019-11-20 13:39:00,7
2019-11-20 13:40:00,31
2019-11-20 13:41:00,29
2019-11-20 13:42:00,28
2019-11-20 13:43:00,26
2019-11-20 13:44:00,25
2019-11-20 13:45:00,25
2019-11-20 13:46:00,21
2019-11-20 13:47:00,19
2019-11-20 13:48:00,18
2019-11-20 13:49:00,17
2019-11-20 13:50:00,17
2019-11-20 13:51:00,19
2019-11-20 13:52:00,16
2019-11-20 13:53:00,17
2019-11-20 13:54:00,18
2019-11-20 13:55:00,17
2019-11-20 13:56:00,16
2019-11-20 13:57:00,17
2019-11-20 13:58:00,16
2019-11-20 13:59:00,14
2019-11-20 14:00:00,15
2019-11-20 14:01:00,15
2019-11-20 14:02:00,15
2019-11-20 14:03:00,15
2019-11-20 14:04:00,16
2019-11-20 14:05:00,15
2019-11-20 14:06:00,14
2019-11-20 14:07:00,15
2019-11-20 14:08:00,14
2019-11-20 14:09:00,15
2019-11-20 14:10:00,14
2019-11-20 14:11:00,14
2019-11-20 14:12:00,14
2019-11-20 14:13:00,13
2019-11-20 14:14:00,14
2019-11-20 14:15:00,14
2019-11-20 14:16:00,14
2019-11-20 14:17:00,13
2019-11-20 14:18:00,13
2019-11-20 14:19:00,13
2019-11-20 14:20:00,12
2019-11-20 14:21:00,12
2019-11-20 14:22:00,13
2019-11-20 14:23:00,9
2019-11-20 14:27:00,17
2019-11-20 14:28:00,35
2019-11-20 14:29:00,34
2019-11-20 14:30:00,33
2019-11-20 14:31:00,32
2019-11-20 14:32:00,32
2019-11-20 14:33:00,30
2019-11-20 14:34:00,29
2019-11-20 14:35:00,29
2019-11-20 14:36:00,28
2019-11-20 14:37:00,27
2019-11-20 14:38:00,25
2019-11-20 14:39:00,26
2019-11-20 14:40:00,24
2019-11-20 14:41:00,25
2019-11-20 14:42:00,25
2019-11-20 14:43:00,24
2019-11-20 14:44:00,24
2019-11-20 14:45:00,22
2019-11-20 14:46:00,22
2019-11-20 14:47:00,21
2019-11-20 14:48:00,21
2019-11-20 14:49:00,21
2019-11-20 14:50:00,21
2019-11-20 14:51:00,19
2019-11-20 14:52:00,19
2019-11-20 14:53:00,19
2019-11-20 14:54:00,18
2019-11-20 14:55:00,17
2019-11-20 14:56:00,1
