39,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-11-20 03:09:00,1
2019-11-20 03:38:00,1
2019-11-20 03:52:00,1
2019-11-20 11:01:00,1
2019-11-20 11:04:00,1
2019-11-20 11:06:00,2
2019-11-20 11:07:00,1
2019-11-20 11:11:00,1
2019-11-20 15:04:00,2
2019-11-20 15:05:00,1
2019-11-20 15:06:00,1
2019-11-20 15:07:00,1
2019-11-20 15:08:00,1
2019-11-20 15:09:00,1
2019-11-20 15:10:00,2
2019-11-20 15:11:00,1
2019-11-20 15:12:00,2
2019-11-20 15:13:00,1
2019-11-20 15:14:00,2
2019-11-20 15:15:00,1
2019-11-20 15:16:00,1
2019-11-20 15:17:00,2
2019-11-20 15:18:00,1
2019-11-20 16:10:00,1
2019-11-20 18:29:00,2
2019-11-20 19:05:00,1
2019-11-20 19:19:00,1
2019-11-20 19:28:00,1
2019-11-20 20:14:00,1
2019-11-20 20:29:00,1
2019-11-20 20:46:00,2
