4,"SELECT   S.specObjID, S.plateid, S.mjd, S.fiberid, S.z,   BC.mstellar_median, M.mstellar_median, ED.logMass, ED.age, WD.logMass, WD.age,   Sd.d4#, Sd.d4#_model, Sd.d4#_sub, Sd.d4#_n     INTO   exg_#  FROM   galSpecInfo as S,   galSpecIndx as Sd,   stellarMassPCAWiscBC0# as BC,   stellarMassPCAWiscM1# as M,   stellarMassFSPSGranEarlyDust as ED,   stellarMassFSPSGranWideDust as WD     WHERE    S.z_warning=# and S.plateid>=# and S.targettype=&&& and S.spectrotype=&&& and   S.specObjID=BC.specObjID and S.specObjID=M.specObjID and   S.specObjID=ED.specObjID and S.specObjID=WD.specObjID and S.specObjID=Sd.specObjID"
2019-09-17 06:12:00,2
2019-09-17 06:13:00,2
