113,select distinct parent from DBViewCols where viewname=&&&
2019-09-17 00:15:00,1
2019-09-17 00:22:00,1
2019-09-17 00:26:00,1
2019-09-17 00:53:00,1
2019-09-17 00:54:00,1
2019-09-17 01:01:00,1
2019-09-17 01:06:00,7
2019-09-17 01:07:00,9
2019-09-17 01:08:00,5
2019-09-17 01:09:00,8
2019-09-17 01:10:00,9
2019-09-17 01:11:00,5
2019-09-17 01:12:00,6
2019-09-17 01:21:00,3
2019-09-17 01:22:00,7
2019-09-17 01:23:00,7
2019-09-17 01:24:00,7
2019-09-17 01:25:00,6
2019-09-17 01:26:00,7
2019-09-17 01:27:00,3
2019-09-17 02:08:00,1
2019-09-17 02:29:00,1
2019-09-17 03:33:00,1
2019-09-17 03:35:00,1
2019-09-17 09:50:00,1
2019-09-17 10:08:00,3
2019-09-17 10:52:00,1
2019-09-17 13:05:00,1
2019-09-17 13:56:00,1
2019-09-17 17:08:00,1
2019-09-17 20:25:00,2
2019-09-17 20:27:00,1
2019-09-17 20:30:00,1
2019-09-17 20:59:00,1
2019-09-17 23:48:00,1
