24,select top # * from [exg_#]
2019-09-17 01:15:00,1
2019-09-17 01:29:00,1
2019-09-17 01:34:00,1
2019-09-17 01:39:00,1
2019-09-17 01:58:00,3
2019-09-17 02:02:00,1
2019-09-17 02:03:00,1
2019-09-17 02:08:00,1
2019-09-17 02:11:00,1
2019-09-17 02:14:00,2
2019-09-17 04:36:00,2
2019-09-17 04:41:00,2
2019-09-17 04:44:00,2
2019-09-17 04:47:00,1
2019-09-17 06:15:00,2
2019-09-17 06:16:00,1
2019-09-17 06:22:00,1
