29,select * from galSpecLine where specObjId=#
2019-09-17 00:12:00,1
2019-09-17 00:49:00,1
2019-09-17 01:41:00,1
2019-09-17 02:19:00,1
2019-09-17 04:38:00,1
2019-09-17 05:11:00,1
2019-09-17 05:46:00,1
2019-09-17 06:04:00,1
2019-09-17 06:25:00,1
2019-09-17 11:44:00,1
2019-09-17 12:58:00,1
2019-09-17 13:06:00,1
2019-09-17 13:31:00,1
2019-09-17 13:46:00,1
2019-09-17 14:46:00,1
2019-09-17 15:24:00,1
2019-09-17 15:25:00,1
2019-09-17 15:30:00,1
2019-09-17 16:31:00,2
2019-09-17 17:27:00,1
2019-09-17 17:37:00,1
2019-09-17 19:03:00,2
2019-09-17 21:20:00,1
2019-09-17 21:44:00,1
2019-09-17 21:53:00,1
2019-09-17 22:23:00,1
2019-09-17 22:47:00,1
