437,"select s.ObjID,s.class,s.subclass,s.z,s.zErr,s.type from SpecPhoto s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-09-17 01:33:00,1
2019-09-17 01:34:00,1
2019-09-17 01:41:00,1
2019-09-17 01:42:00,1
2019-09-17 01:44:00,1
2019-09-17 01:46:00,1
2019-09-17 01:47:00,2
2019-09-17 01:49:00,2
2019-09-17 01:51:00,2
2019-09-17 01:53:00,2
2019-09-17 01:55:00,2
2019-09-17 01:57:00,1
2019-09-17 01:58:00,1
2019-09-17 02:04:00,1
2019-09-17 02:05:00,1
2019-09-17 02:08:00,1
2019-09-17 02:09:00,1
2019-09-17 02:11:00,2
2019-09-17 02:13:00,2
2019-09-17 02:14:00,1
2019-09-17 02:16:00,2
2019-09-17 02:20:00,2
2019-09-17 02:23:00,2
2019-09-17 02:25:00,2
2019-09-17 02:27:00,1
2019-09-17 02:28:00,1
2019-09-17 02:30:00,2
2019-09-17 02:32:00,2
2019-09-17 02:34:00,1
2019-09-17 02:35:00,1
2019-09-17 02:37:00,2
2019-09-17 02:39:00,2
2019-09-17 02:41:00,1
2019-09-17 02:42:00,1
2019-09-17 02:43:00,1
2019-09-17 02:44:00,1
2019-09-17 02:45:00,1
2019-09-17 02:46:00,1
2019-09-17 02:47:00,1
2019-09-17 02:48:00,1
2019-09-17 02:53:00,1
2019-09-17 02:54:00,2
2019-09-17 02:56:00,2
2019-09-17 02:59:00,1
2019-09-17 03:01:00,2
2019-09-17 03:03:00,2
2019-09-17 03:05:00,2
2019-09-17 03:07:00,2
2019-09-17 03:09:00,1
2019-09-17 03:10:00,1
2019-09-17 03:12:00,2
2019-09-17 03:20:00,1
2019-09-17 03:21:00,1
2019-09-17 03:24:00,2
2019-09-17 03:26:00,1
2019-09-17 03:27:00,1
2019-09-17 03:28:00,1
2019-09-17 03:30:00,1
2019-09-17 03:31:00,2
2019-09-17 03:33:00,2
2019-09-17 03:36:00,1
2019-09-17 03:37:00,2
2019-09-17 03:42:00,1
2019-09-17 03:44:00,2
2019-09-17 03:46:00,1
2019-09-17 03:47:00,1
2019-09-17 03:54:00,2
2019-09-17 03:57:00,1
2019-09-17 03:58:00,2
2019-09-17 04:00:00,1
2019-09-17 04:01:00,1
2019-09-17 04:02:00,1
2019-09-17 04:04:00,2
2019-09-17 04:08:00,1
2019-09-17 04:10:00,2
2019-09-17 04:14:00,1
2019-09-17 04:18:00,1
2019-09-17 04:21:00,1
2019-09-17 04:22:00,1
2019-09-17 04:26:00,1
2019-09-17 04:44:00,1
2019-09-17 04:45:00,1
2019-09-17 04:48:00,1
2019-09-17 04:49:00,1
2019-09-17 04:53:00,1
2019-09-17 04:54:00,1
2019-09-17 04:55:00,1
2019-09-17 04:56:00,1
2019-09-17 04:57:00,1
2019-09-17 04:58:00,1
2019-09-17 04:59:00,1
2019-09-17 05:07:00,2
2019-09-17 05:09:00,1
2019-09-17 05:10:00,2
2019-09-17 05:13:00,2
2019-09-17 05:15:00,2
