18,"select or (#,#)=(select*from(select name_const(CHAR(#,#,#,#,#,#,#,#,#),#),name_const(CHAR(#,#,#,#,#,#,#,#,#),#))a) -- and #=#"
2019-09-17 05:08:00,1
2019-09-17 09:18:00,1
2019-09-17 10:01:00,1
2019-09-17 12:11:00,1
2019-09-17 12:30:00,1
2019-09-17 14:52:00,1
2019-09-17 17:59:00,1
2019-09-17 20:38:00,1
2019-09-17 21:33:00,1
2019-09-17 21:45:00,1
2019-09-17 22:44:00,1
2019-09-17 23:08:00,1
2019-09-17 23:10:00,1
2019-09-17 23:14:00,1
2019-09-17 23:17:00,1
2019-09-17 23:40:00,1
2019-09-17 23:43:00,1
2019-09-17 23:58:00,1
