57,select
2019-09-17 05:08:00,3
2019-09-17 06:38:00,3
2019-09-17 09:18:00,3
2019-09-17 10:00:00,1
2019-09-17 10:01:00,2
2019-09-17 12:10:00,1
2019-09-17 12:11:00,2
2019-09-17 12:29:00,3
2019-09-17 14:52:00,3
2019-09-17 17:59:00,3
2019-09-17 20:38:00,3
2019-09-17 21:33:00,3
2019-09-17 21:44:00,2
2019-09-17 21:45:00,1
2019-09-17 22:44:00,3
2019-09-17 23:08:00,3
2019-09-17 23:10:00,3
2019-09-17 23:13:00,1
2019-09-17 23:14:00,2
2019-09-17 23:16:00,1
2019-09-17 23:17:00,2
2019-09-17 23:40:00,3
2019-09-17 23:43:00,3
2019-09-17 23:58:00,3
