225,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-05-10 02:58:00,1
2019-05-10 03:00:00,1
2019-05-10 03:15:00,1
2019-05-10 03:25:00,2
2019-05-10 03:33:00,1
2019-05-10 03:34:00,2
2019-05-10 03:58:00,1
2019-05-10 06:07:00,1
2019-05-10 06:11:00,1
2019-05-10 07:11:00,1
2019-05-10 08:57:00,2
2019-05-10 09:03:00,1
2019-05-10 09:04:00,1
2019-05-10 09:32:00,2
2019-05-10 09:46:00,1
2019-05-10 09:47:00,1
2019-05-10 10:11:00,1
2019-05-10 12:05:00,1
2019-05-10 20:30:00,1
2019-05-10 20:56:00,1
2019-05-10 21:00:00,1
2019-05-10 21:01:00,4
2019-05-10 21:08:00,96
2019-05-10 21:16:00,98
2019-05-10 21:24:00,2
