11185,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between # and # and dec between # and # AND flags & dbo.fPhotoFlags(&&&) = # and clean = #"
2019-05-10 06:31:00,35
2019-05-10 06:32:00,26
2019-05-10 06:33:00,25
2019-05-10 06:34:00,24
2019-05-10 06:35:00,38
2019-05-10 06:36:00,18
2019-05-10 06:37:00,20
2019-05-10 06:38:00,16
2019-05-10 06:39:00,20
2019-05-10 06:40:00,20
2019-05-10 06:41:00,6
2019-05-10 06:42:00,25
2019-05-10 06:43:00,7
2019-05-10 06:44:00,16
2019-05-10 06:45:00,19
2019-05-10 06:46:00,5
2019-05-10 06:47:00,19
2019-05-10 06:48:00,14
2019-05-10 06:49:00,14
2019-05-10 06:50:00,18
2019-05-10 06:51:00,30
2019-05-10 06:52:00,29
2019-05-10 06:53:00,31
2019-05-10 06:54:00,32
2019-05-10 06:55:00,29
2019-05-10 06:56:00,29
2019-05-10 06:57:00,30
2019-05-10 06:58:00,37
2019-05-10 06:59:00,21
2019-05-10 07:00:00,20
2019-05-10 07:01:00,20
2019-05-10 07:02:00,23
2019-05-10 07:03:00,32
2019-05-10 07:04:00,40
2019-05-10 07:05:00,40
2019-05-10 07:06:00,42
2019-05-10 07:07:00,39
2019-05-10 07:08:00,46
2019-05-10 07:09:00,23
2019-05-10 07:10:00,46
2019-05-10 07:11:00,18
2019-05-10 07:12:00,33
2019-05-10 07:13:00,35
2019-05-10 07:14:00,32
2019-05-10 07:15:00,46
2019-05-10 07:16:00,52
2019-05-10 07:17:00,47
2019-05-10 07:18:00,28
2019-05-10 07:19:00,9
2019-05-10 07:20:00,20
2019-05-10 07:21:00,13
2019-05-10 07:22:00,24
2019-05-10 07:23:00,15
2019-05-10 07:24:00,14
2019-05-10 07:25:00,24
2019-05-10 07:26:00,3
2019-05-10 07:27:00,2
2019-05-10 07:28:00,23
2019-05-10 07:29:00,39
2019-05-10 07:30:00,56
2019-05-10 07:31:00,48
2019-05-10 07:32:00,58
2019-05-10 07:33:00,23
2019-05-10 07:34:00,37
2019-05-10 07:35:00,17
2019-05-10 07:36:00,7
2019-05-10 07:37:00,5
2019-05-10 07:38:00,5
2019-05-10 07:39:00,8
2019-05-10 07:40:00,11
2019-05-10 07:41:00,12
2019-05-10 07:42:00,12
2019-05-10 07:43:00,9
2019-05-10 07:44:00,16
2019-05-10 07:45:00,12
2019-05-10 07:46:00,10
2019-05-10 07:47:00,10
2019-05-10 07:48:00,12
2019-05-10 07:49:00,12
2019-05-10 07:50:00,18
2019-05-10 07:51:00,17
2019-05-10 07:52:00,22
2019-05-10 07:53:00,22
2019-05-10 07:54:00,22
