168,select * from Field where fieldId=#
2019-05-10 04:07:00,1
2019-05-10 07:47:00,1
2019-05-10 09:30:00,1
2019-05-10 10:59:00,2
2019-05-10 11:50:00,1
2019-05-10 13:38:00,1
2019-05-10 13:47:00,12
2019-05-10 13:49:00,8
2019-05-10 14:17:00,1
2019-05-10 15:22:00,9
2019-05-10 17:19:00,2
2019-05-10 17:20:00,1
2019-05-10 19:05:00,18
2019-05-10 19:11:00,4
2019-05-10 19:30:00,8
2019-05-10 19:31:00,6
2019-05-10 20:08:00,1
2019-05-10 20:52:00,14
2019-05-10 20:53:00,18
2019-05-10 21:54:00,1
2019-05-10 22:07:00,1
2019-05-10 22:35:00,8
2019-05-10 22:42:00,32
2019-05-10 22:43:00,13
2019-05-10 23:34:00,3
2019-05-10 23:56:00,1
