2648,"SELECT aa_r,kk_r,airmass_r,gain_r,sky_r,skysig_r FROM Field where run=# AND rerun=# AND camcol=# AND field=#"
2019-05-10 09:01:00,4
2019-05-10 09:02:00,5
2019-05-10 09:03:00,6
2019-05-10 09:04:00,5
2019-05-10 09:05:00,3
2019-05-10 09:06:00,4
2019-05-10 09:07:00,4
2019-05-10 09:08:00,3
2019-05-10 09:09:00,3
2019-05-10 09:10:00,5
2019-05-10 09:11:00,5
2019-05-10 09:12:00,3
2019-05-10 09:13:00,2
2019-05-10 09:14:00,2
2019-05-10 09:15:00,3
2019-05-10 09:16:00,1
2019-05-10 09:17:00,1
2019-05-10 09:18:00,2
2019-05-10 09:19:00,3
2019-05-10 09:20:00,3
2019-05-10 09:21:00,4
2019-05-10 09:22:00,4
2019-05-10 09:23:00,5
2019-05-10 09:24:00,3
2019-05-10 09:25:00,4
2019-05-10 09:26:00,3
2019-05-10 09:27:00,4
2019-05-10 09:28:00,4
2019-05-10 09:29:00,4
2019-05-10 09:30:00,2
2019-05-10 09:31:00,4
2019-05-10 09:32:00,3
2019-05-10 09:33:00,5
2019-05-10 09:34:00,3
2019-05-10 09:35:00,4
2019-05-10 09:36:00,4
2019-05-10 09:37:00,4
2019-05-10 09:38:00,3
2019-05-10 09:39:00,4
2019-05-10 09:40:00,5
2019-05-10 09:41:00,3
2019-05-10 09:42:00,4
2019-05-10 09:43:00,5
2019-05-10 09:44:00,2
2019-05-10 09:45:00,2
2019-05-10 09:46:00,2
2019-05-10 09:47:00,1
2019-05-10 09:48:00,2
2019-05-10 09:49:00,3
2019-05-10 09:50:00,4
2019-05-10 09:51:00,4
2019-05-10 09:52:00,2
2019-05-10 09:53:00,4
2019-05-10 09:54:00,4
2019-05-10 09:55:00,4
2019-05-10 09:56:00,4
2019-05-10 09:57:00,3
2019-05-10 09:58:00,4
2019-05-10 09:59:00,1
2019-05-10 10:00:00,4
2019-05-10 10:01:00,3
2019-05-10 10:02:00,4
2019-05-10 10:03:00,3
2019-05-10 10:04:00,4
2019-05-10 10:05:00,3
2019-05-10 10:06:00,2
2019-05-10 10:07:00,3
2019-05-10 10:08:00,3
2019-05-10 10:09:00,5
2019-05-10 10:10:00,2
2019-05-10 10:11:00,4
2019-05-10 10:12:00,5
2019-05-10 10:13:00,4
2019-05-10 10:14:00,4
2019-05-10 10:15:00,2
2019-05-10 10:16:00,4
2019-05-10 10:17:00,4
2019-05-10 10:18:00,3
2019-05-10 10:19:00,3
2019-05-10 10:20:00,4
2019-05-10 10:21:00,2
2019-05-10 10:22:00,4
2019-05-10 10:23:00,5
2019-05-10 10:24:00,3
2019-05-10 10:25:00,3
2019-05-10 10:26:00,4
2019-05-10 10:27:00,4
2019-05-10 10:28:00,5
2019-05-10 10:29:00,4
2019-05-10 10:30:00,4
2019-05-10 10:31:00,3
2019-05-10 10:32:00,3
2019-05-10 10:33:00,4
2019-05-10 10:34:00,4
2019-05-10 10:35:00,2
2019-05-10 10:36:00,4
2019-05-10 10:37:00,3
2019-05-10 10:38:00,3
2019-05-10 10:39:00,4
2019-05-10 10:40:00,3
2019-05-10 10:41:00,4
2019-05-10 10:42:00,3
2019-05-10 10:43:00,3
2019-05-10 10:44:00,4
2019-05-10 10:45:00,3
2019-05-10 10:46:00,4
2019-05-10 10:47:00,4
2019-05-10 10:48:00,2
2019-05-10 10:49:00,3
2019-05-10 10:50:00,3
2019-05-10 10:51:00,3
2019-05-10 10:52:00,3
2019-05-10 10:53:00,6
2019-05-10 10:54:00,5
2019-05-10 10:55:00,3
2019-05-10 10:56:00,4
2019-05-10 10:57:00,3
2019-05-10 10:58:00,4
2019-05-10 10:59:00,4
2019-05-10 11:00:00,3
2019-05-10 11:01:00,2
2019-05-10 11:02:00,3
2019-05-10 11:03:00,3
2019-05-10 11:04:00,2
2019-05-10 11:05:00,2
2019-05-10 11:06:00,3
2019-05-10 11:07:00,3
2019-05-10 11:08:00,4
2019-05-10 11:09:00,3
2019-05-10 11:10:00,5
2019-05-10 11:11:00,4
2019-05-10 11:12:00,3
2019-05-10 11:13:00,4
2019-05-10 11:14:00,4
2019-05-10 11:15:00,3
2019-05-10 11:16:00,4
2019-05-10 11:17:00,2
2019-05-10 11:18:00,3
2019-05-10 11:19:00,4
2019-05-10 11:20:00,3
2019-05-10 11:21:00,1
2019-05-10 11:22:00,4
2019-05-10 11:23:00,3
2019-05-10 11:24:00,4
2019-05-10 11:25:00,3
2019-05-10 11:26:00,4
2019-05-10 11:27:00,3
2019-05-10 11:28:00,4
2019-05-10 11:29:00,3
2019-05-10 11:30:00,4
2019-05-10 11:31:00,4
2019-05-10 11:32:00,4
2019-05-10 11:33:00,4
2019-05-10 11:34:00,4
2019-05-10 11:35:00,4
2019-05-10 11:36:00,3
2019-05-10 11:37:00,4
2019-05-10 11:38:00,4
2019-05-10 11:39:00,3
2019-05-10 11:40:00,4
2019-05-10 11:41:00,4
2019-05-10 11:42:00,2
2019-05-10 11:43:00,4
2019-05-10 11:44:00,3
2019-05-10 11:45:00,5
2019-05-10 11:46:00,3
2019-05-10 11:47:00,4
2019-05-10 11:48:00,5
2019-05-10 11:49:00,3
2019-05-10 11:50:00,4
2019-05-10 11:51:00,4
