271,select * from Frame where fieldId=#
2019-05-10 01:49:00,1
2019-05-10 07:47:00,1
2019-05-10 08:40:00,1
2019-05-10 11:00:00,1
2019-05-10 11:50:00,2
2019-05-10 13:47:00,16
2019-05-10 13:48:00,33
2019-05-10 13:49:00,9
2019-05-10 13:53:00,30
2019-05-10 13:54:00,30
2019-05-10 15:22:00,6
2019-05-10 15:23:00,19
2019-05-10 16:33:00,2
2019-05-10 16:34:00,11
2019-05-10 17:19:00,3
2019-05-10 19:05:00,6
2019-05-10 19:06:00,32
2019-05-10 19:07:00,9
2019-05-10 19:11:00,5
2019-05-10 19:12:00,5
2019-05-10 20:53:00,6
2019-05-10 22:35:00,5
2019-05-10 22:43:00,21
2019-05-10 22:44:00,15
2019-05-10 23:34:00,2
