3,"SELECT    ra,   dec, dered_u into mydb.Area1utest from PhotoObjAll Where    ra># and ra<# and dec># and dec<#   And dered_u<# and dered_u># where  clean=#        type=#"
2019-05-10 16:57:00,1
2019-05-10 16:59:00,1
2019-05-10 17:00:00,1
