3009,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=# AND p.camcol=# AND p.field=# AND p.rerun=#)"
2019-05-10 00:00:00,3
2019-05-10 00:01:00,3
2019-05-10 00:02:00,3
2019-05-10 00:03:00,2
2019-05-10 00:04:00,1
2019-05-10 00:05:00,3
2019-05-10 00:06:00,3
2019-05-10 00:07:00,3
2019-05-10 00:08:00,3
2019-05-10 00:10:00,3
2019-05-10 00:11:00,3
2019-05-10 00:12:00,3
2019-05-10 00:14:00,2
2019-05-10 00:15:00,1
2019-05-10 00:16:00,2
2019-05-10 00:17:00,2
2019-05-10 00:18:00,3
2019-05-10 00:20:00,2
2019-05-10 00:21:00,3
2019-05-10 00:22:00,2
2019-05-10 00:23:00,2
2019-05-10 00:24:00,1
2019-05-10 00:25:00,2
2019-05-10 00:26:00,2
2019-05-10 00:27:00,3
2019-05-10 00:28:00,1
2019-05-10 00:29:00,2
2019-05-10 00:30:00,1
2019-05-10 00:31:00,3
2019-05-10 00:32:00,2
2019-05-10 00:33:00,3
2019-05-10 00:35:00,2
2019-05-10 00:36:00,2
2019-05-10 00:37:00,2
2019-05-10 00:38:00,2
2019-05-10 00:39:00,2
2019-05-10 00:40:00,1
2019-05-10 00:41:00,1
2019-05-10 00:42:00,3
2019-05-10 00:43:00,1
2019-05-10 00:44:00,3
2019-05-10 00:45:00,1
2019-05-10 00:46:00,1
2019-05-10 00:47:00,3
2019-05-10 00:48:00,1
2019-05-10 00:49:00,3
2019-05-10 00:50:00,1
2019-05-10 00:51:00,1
2019-05-10 00:52:00,2
2019-05-10 00:53:00,2
2019-05-10 00:54:00,2
2019-05-10 00:55:00,2
2019-05-10 00:57:00,2
2019-05-10 00:58:00,2
2019-05-10 00:59:00,2
2019-05-10 01:00:00,3
2019-05-10 01:01:00,1
2019-05-10 01:02:00,1
2019-05-10 01:03:00,2
2019-05-10 01:04:00,2
2019-05-10 01:05:00,3
2019-05-10 08:14:00,1
2019-05-10 08:22:00,1
2019-05-10 08:23:00,1
2019-05-10 08:24:00,2
2019-05-10 08:25:00,2
2019-05-10 08:26:00,2
2019-05-10 08:27:00,1
2019-05-10 08:28:00,1
2019-05-10 08:30:00,1
2019-05-10 08:31:00,2
2019-05-10 08:32:00,2
2019-05-10 08:33:00,2
2019-05-10 08:34:00,1
2019-05-10 08:35:00,3
2019-05-10 08:36:00,2
2019-05-10 08:37:00,3
2019-05-10 08:38:00,1
2019-05-10 08:39:00,2
2019-05-10 08:40:00,2
2019-05-10 08:41:00,2
2019-05-10 08:42:00,2
2019-05-10 08:43:00,2
2019-05-10 08:44:00,2
2019-05-10 08:45:00,1
2019-05-10 08:46:00,2
2019-05-10 08:47:00,2
2019-05-10 08:48:00,3
2019-05-10 08:49:00,2
2019-05-10 08:50:00,2
2019-05-10 08:51:00,2
2019-05-10 08:52:00,2
2019-05-10 08:53:00,2
2019-05-10 08:54:00,2
2019-05-10 08:55:00,2
2019-05-10 08:56:00,2
2019-05-10 08:57:00,3
2019-05-10 08:58:00,2
2019-05-10 08:59:00,2
2019-05-10 09:00:00,2
2019-05-10 09:01:00,1
2019-05-10 09:02:00,3
2019-05-10 09:03:00,2
2019-05-10 09:04:00,3
2019-05-10 09:05:00,1
2019-05-10 09:06:00,3
2019-05-10 09:07:00,2
2019-05-10 09:08:00,2
2019-05-10 09:09:00,2
2019-05-10 09:10:00,2
2019-05-10 09:11:00,3
2019-05-10 09:12:00,2
2019-05-10 09:13:00,2
2019-05-10 09:14:00,2
2019-05-10 09:15:00,2
2019-05-10 09:16:00,2
2019-05-10 09:17:00,3
2019-05-10 09:18:00,1
2019-05-10 09:19:00,3
2019-05-10 09:20:00,2
2019-05-10 09:21:00,2
2019-05-10 09:22:00,3
2019-05-10 09:23:00,1
2019-05-10 09:24:00,3
2019-05-10 09:25:00,2
2019-05-10 09:26:00,3
2019-05-10 09:27:00,1
2019-05-10 09:28:00,3
2019-05-10 09:29:00,2
2019-05-10 09:30:00,2
2019-05-10 09:31:00,2
2019-05-10 09:32:00,2
2019-05-10 09:33:00,3
2019-05-10 09:34:00,2
2019-05-10 09:35:00,3
2019-05-10 09:36:00,1
2019-05-10 09:37:00,3
2019-05-10 09:38:00,1
2019-05-10 09:39:00,3
2019-05-10 09:40:00,2
2019-05-10 09:41:00,2
2019-05-10 09:42:00,2
2019-05-10 09:43:00,1
2019-05-10 09:44:00,1
2019-05-10 12:19:00,3
2019-05-10 12:20:00,2
2019-05-10 12:21:00,3
2019-05-10 12:22:00,3
2019-05-10 12:23:00,2
2019-05-10 12:24:00,2
2019-05-10 12:25:00,3
2019-05-10 12:26:00,2
2019-05-10 12:27:00,2
2019-05-10 12:28:00,3
2019-05-10 12:29:00,2
2019-05-10 12:30:00,2
2019-05-10 12:31:00,3
2019-05-10 12:32:00,2
2019-05-10 12:33:00,3
2019-05-10 12:34:00,2
2019-05-10 12:35:00,2
2019-05-10 12:36:00,3
2019-05-10 12:37:00,2
2019-05-10 12:38:00,3
2019-05-10 12:39:00,3
2019-05-10 12:40:00,3
2019-05-10 12:41:00,3
2019-05-10 12:42:00,3
2019-05-10 12:43:00,2
2019-05-10 12:44:00,3
2019-05-10 12:45:00,3
2019-05-10 12:46:00,3
2019-05-10 12:47:00,2
2019-05-10 12:48:00,3
2019-05-10 12:49:00,3
2019-05-10 12:50:00,2
2019-05-10 12:51:00,3
2019-05-10 12:52:00,2
2019-05-10 12:53:00,3
2019-05-10 12:54:00,3
2019-05-10 12:55:00,2
2019-05-10 12:56:00,3
2019-05-10 12:57:00,3
2019-05-10 12:58:00,2
2019-05-10 12:59:00,3
2019-05-10 13:00:00,2
2019-05-10 13:01:00,3
2019-05-10 13:02:00,3
2019-05-10 13:03:00,2
2019-05-10 13:04:00,3
2019-05-10 13:05:00,2
2019-05-10 13:06:00,2
2019-05-10 13:07:00,3
2019-05-10 13:08:00,3
2019-05-10 13:09:00,3
2019-05-10 13:10:00,2
2019-05-10 13:11:00,3
2019-05-10 13:12:00,3
2019-05-10 13:13:00,2
2019-05-10 13:14:00,3
2019-05-10 13:15:00,3
2019-05-10 13:16:00,2
2019-05-10 13:17:00,3
2019-05-10 13:18:00,3
2019-05-10 13:19:00,2
2019-05-10 13:20:00,3
2019-05-10 13:21:00,3
2019-05-10 13:22:00,2
2019-05-10 13:23:00,3
2019-05-10 13:24:00,3
2019-05-10 13:25:00,2
2019-05-10 13:26:00,3
2019-05-10 13:27:00,3
2019-05-10 13:28:00,3
2019-05-10 13:29:00,2
2019-05-10 13:30:00,3
2019-05-10 13:31:00,3
2019-05-10 13:32:00,3
2019-05-10 13:33:00,3
2019-05-10 13:34:00,2
2019-05-10 13:35:00,3
2019-05-10 13:36:00,2
2019-05-10 13:37:00,3
2019-05-10 13:38:00,3
2019-05-10 13:39:00,3
2019-05-10 13:40:00,2
2019-05-10 13:41:00,3
2019-05-10 13:42:00,2
2019-05-10 13:43:00,3
2019-05-10 13:44:00,3
2019-05-10 13:45:00,2
2019-05-10 13:46:00,3
2019-05-10 13:47:00,3
2019-05-10 13:48:00,2
2019-05-10 13:49:00,3
2019-05-10 13:50:00,3
2019-05-10 13:51:00,2
2019-05-10 13:52:00,3
2019-05-10 13:53:00,2
2019-05-10 13:54:00,3
2019-05-10 13:55:00,3
2019-05-10 13:56:00,3
2019-05-10 13:57:00,2
2019-05-10 13:58:00,3
2019-05-10 13:59:00,3
2019-05-10 14:00:00,3
2019-05-10 14:01:00,2
2019-05-10 14:02:00,3
2019-05-10 14:03:00,3
2019-05-10 14:04:00,2
2019-05-10 14:05:00,2
2019-05-10 14:06:00,2
2019-05-10 14:07:00,2
2019-05-10 14:08:00,1
2019-05-10 14:09:00,3
2019-05-10 14:10:00,3
2019-05-10 14:11:00,2
2019-05-10 14:12:00,3
2019-05-10 14:13:00,2
2019-05-10 14:14:00,3
2019-05-10 14:15:00,3
2019-05-10 14:16:00,2
2019-05-10 14:17:00,3
2019-05-10 14:18:00,3
2019-05-10 14:19:00,2
2019-05-10 14:20:00,3
2019-05-10 14:21:00,3
2019-05-10 14:22:00,3
2019-05-10 14:23:00,2
2019-05-10 14:24:00,3
2019-05-10 14:25:00,3
2019-05-10 14:26:00,2
2019-05-10 14:27:00,3
2019-05-10 14:28:00,3
2019-05-10 14:29:00,2
2019-05-10 14:30:00,3
2019-05-10 14:31:00,3
2019-05-10 14:32:00,2
2019-05-10 14:33:00,3
2019-05-10 14:34:00,2
2019-05-10 14:35:00,3
2019-05-10 14:36:00,3
2019-05-10 14:37:00,2
2019-05-10 14:38:00,3
2019-05-10 14:39:00,3
2019-05-10 14:40:00,2
2019-05-10 14:41:00,3
2019-05-10 14:42:00,2
2019-05-10 14:43:00,3
2019-05-10 14:44:00,3
2019-05-10 14:45:00,3
2019-05-10 14:46:00,3
2019-05-10 14:47:00,2
2019-05-10 14:48:00,3
2019-05-10 14:49:00,3
2019-05-10 14:50:00,2
2019-05-10 14:51:00,3
2019-05-10 14:52:00,3
2019-05-10 14:53:00,3
2019-05-10 14:54:00,2
2019-05-10 14:55:00,3
2019-05-10 14:56:00,3
2019-05-10 14:57:00,3
2019-05-10 14:58:00,2
2019-05-10 14:59:00,3
2019-05-10 15:00:00,3
2019-05-10 15:01:00,2
2019-05-10 15:02:00,3
2019-05-10 15:03:00,2
2019-05-10 15:04:00,2
