3,"select top # ra, dec from GalaxyTag where sqrt((ra - #)*(ra - #) + (dec - #)*(dec - #)) < #/#"
2019-05-10 11:59:00,1
2019-05-10 12:00:00,1
2019-05-10 12:12:00,1
