9,select top # * from [target_galaxies]
2019-05-10 11:29:00,1
2019-05-10 11:31:00,1
2019-05-10 11:33:00,1
2019-05-10 11:38:00,1
2019-05-10 11:43:00,2
2019-05-10 11:50:00,1
2019-05-10 13:51:00,1
2019-05-10 15:47:00,1
