199,"SELECT ra, dec, petroMag_g, petroMagErr_g, petroMag_r, petroMagErr_r, petroMag_i, petroMagErr_i FROM star WHERE (ra between # and #) and (dec between # and #) and (petroMag_g < #) and (petroMag_g>#)"
2019-09-16 14:37:00,2
2019-09-16 14:38:00,2
2019-09-16 14:40:00,3
2019-09-16 14:41:00,1
2019-09-16 14:42:00,2
2019-09-16 14:43:00,1
2019-09-16 14:45:00,3
2019-09-16 14:46:00,2
2019-09-16 14:47:00,1
2019-09-16 14:48:00,4
2019-09-16 14:49:00,2
2019-09-16 14:50:00,2
2019-09-16 14:51:00,2
2019-09-16 14:52:00,2
2019-09-16 14:55:00,2
2019-09-16 14:56:00,1
2019-09-16 14:59:00,1
2019-09-16 15:01:00,1
2019-09-16 15:02:00,1
2019-09-16 15:07:00,1
2019-09-16 15:10:00,1
2019-09-16 15:12:00,1
2019-09-16 15:16:00,2
2019-09-16 15:19:00,1
2019-09-16 15:21:00,1
2019-09-16 15:22:00,1
2019-09-16 15:25:00,1
2019-09-16 15:26:00,1
2019-09-16 15:27:00,1
2019-09-16 15:28:00,1
2019-09-16 15:30:00,1
2019-09-16 15:31:00,2
2019-09-16 15:32:00,1
2019-09-16 15:33:00,1
2019-09-16 15:35:00,1
2019-09-16 15:37:00,1
2019-09-16 15:38:00,2
2019-09-16 15:41:00,1
2019-09-16 15:42:00,2
2019-09-16 15:43:00,1
2019-09-16 15:45:00,1
2019-09-16 15:46:00,1
2019-09-16 15:47:00,1
2019-09-16 15:48:00,1
2019-09-16 15:49:00,3
2019-09-16 15:50:00,1
2019-09-16 15:53:00,1
2019-09-16 15:54:00,2
2019-09-16 15:55:00,1
2019-09-16 15:56:00,1
2019-09-16 16:35:00,1
2019-09-16 16:37:00,1
2019-09-16 16:38:00,1
2019-09-16 16:39:00,1
2019-09-16 16:40:00,1
2019-09-16 16:41:00,1
2019-09-16 16:42:00,1
2019-09-16 16:44:00,1
2019-09-16 16:46:00,1
2019-09-16 16:49:00,2
2019-09-16 16:52:00,1
2019-09-16 16:54:00,1
2019-09-16 16:55:00,1
2019-09-16 16:57:00,1
2019-09-16 17:00:00,1
2019-09-16 17:01:00,1
2019-09-16 17:04:00,1
2019-09-16 17:06:00,1
2019-09-16 17:09:00,1
2019-09-16 17:12:00,1
2019-09-16 17:14:00,1
2019-09-16 17:17:00,1
2019-09-16 17:19:00,1
2019-09-16 17:22:00,1
2019-09-16 17:24:00,1
2019-09-16 17:25:00,1
2019-09-16 17:26:00,2
2019-09-16 21:42:00,1
2019-09-16 21:43:00,1
2019-09-16 21:44:00,1
2019-09-16 21:46:00,1
2019-09-16 21:47:00,1
2019-09-16 21:49:00,1
2019-09-16 21:51:00,1
2019-09-16 21:52:00,2
2019-09-16 21:54:00,1
2019-09-16 21:55:00,1
2019-09-16 21:56:00,1
2019-09-16 21:59:00,1
2019-09-16 22:01:00,1
2019-09-16 22:03:00,1
2019-09-16 22:04:00,2
2019-09-16 22:05:00,1
2019-09-16 22:07:00,1
2019-09-16 22:09:00,1
2019-09-16 22:11:00,1
2019-09-16 22:12:00,1
2019-09-16 22:14:00,1
2019-09-16 22:16:00,1
2019-09-16 22:17:00,1
2019-09-16 22:19:00,2
2019-09-16 22:21:00,1
2019-09-16 22:23:00,1
2019-09-16 22:25:00,1
2019-09-16 22:27:00,1
2019-09-16 22:28:00,1
2019-09-16 22:30:00,2
2019-09-16 22:32:00,2
2019-09-16 22:34:00,1
2019-09-16 22:36:00,1
2019-09-16 22:37:00,2
2019-09-16 22:39:00,2
2019-09-16 22:40:00,1
2019-09-16 22:41:00,1
2019-09-16 22:42:00,2
2019-09-16 22:43:00,2
2019-09-16 22:44:00,1
2019-09-16 22:45:00,2
2019-09-16 22:46:00,1
2019-09-16 22:47:00,1
2019-09-16 22:48:00,1
2019-09-16 22:49:00,1
2019-09-16 22:50:00,1
2019-09-16 22:51:00,2
2019-09-16 22:52:00,1
2019-09-16 22:53:00,1
2019-09-16 22:54:00,1
2019-09-16 22:56:00,2
2019-09-16 22:58:00,1
2019-09-16 23:01:00,1
2019-09-16 23:04:00,3
2019-09-16 23:09:00,1
2019-09-16 23:11:00,1
2019-09-16 23:12:00,1
2019-09-16 23:14:00,1
2019-09-16 23:16:00,1
2019-09-16 23:19:00,1
2019-09-16 23:21:00,1
2019-09-16 23:22:00,1
2019-09-16 23:25:00,1
2019-09-16 23:27:00,1
2019-09-16 23:28:00,1
2019-09-16 23:29:00,1
2019-09-16 23:30:00,1
2019-09-16 23:32:00,1
2019-09-16 23:35:00,1
2019-09-16 23:37:00,1
2019-09-16 23:38:00,1
2019-09-16 23:41:00,2
2019-09-16 23:43:00,1
2019-09-16 23:44:00,1
2019-09-16 23:45:00,1
2019-09-16 23:48:00,1
2019-09-16 23:50:00,1
2019-09-16 23:51:00,1
2019-09-16 23:53:00,1
2019-09-16 23:54:00,1
2019-09-16 23:57:00,1
2019-09-16 23:59:00,1
