1319,"SELECT  &&& + cast(p.apstar_id as varchar(#)) + &&& + cast(p.apstar_id as varchar(#)) + &&& as apstar_id,    p.apogee_id,p.ra, p.dec, p.glon, p.glat,    p.vhelio_avg,p.vscatter,    a.teff,a.logg,a.metals    FROM apogeeStar p    JOIN fGetNearbyApogeeStarEq(#,#,#) n on p.apstar_id=n.apstar_id    JOIN aspcapStar a on a.apstar_id = p.apstar_id"
2019-09-16 00:00:00,6
2019-09-16 00:03:00,1
2019-09-16 00:09:00,2
2019-09-16 00:10:00,6
2019-09-16 00:13:00,1
2019-09-16 00:19:00,2
2019-09-16 00:20:00,6
2019-09-16 00:23:00,1
2019-09-16 00:29:00,2
2019-09-16 00:30:00,7
2019-09-16 00:33:00,1
2019-09-16 00:39:00,2
2019-09-16 00:40:00,6
2019-09-16 00:43:00,1
2019-09-16 00:49:00,2
2019-09-16 00:50:00,7
2019-09-16 00:53:00,1
2019-09-16 00:59:00,2
2019-09-16 01:00:00,6
2019-09-16 01:03:00,1
2019-09-16 01:09:00,2
2019-09-16 01:10:00,6
2019-09-16 01:13:00,1
2019-09-16 01:19:00,2
2019-09-16 01:20:00,7
2019-09-16 01:23:00,1
2019-09-16 01:29:00,2
2019-09-16 01:30:00,6
2019-09-16 01:33:00,1
2019-09-16 01:39:00,2
2019-09-16 01:40:00,6
2019-09-16 01:43:00,1
2019-09-16 01:49:00,2
2019-09-16 01:50:00,7
2019-09-16 01:53:00,1
2019-09-16 01:59:00,2
2019-09-16 02:00:00,6
2019-09-16 02:03:00,1
2019-09-16 02:09:00,2
2019-09-16 02:10:00,5
2019-09-16 02:11:00,1
2019-09-16 02:13:00,1
2019-09-16 02:19:00,2
2019-09-16 02:20:00,6
2019-09-16 02:23:00,1
2019-09-16 02:29:00,2
2019-09-16 02:31:00,6
2019-09-16 02:33:00,1
2019-09-16 02:39:00,2
2019-09-16 02:41:00,6
2019-09-16 02:43:00,1
2019-09-16 02:49:00,2
2019-09-16 02:51:00,6
2019-09-16 02:53:00,1
2019-09-16 02:59:00,2
2019-09-16 03:01:00,6
2019-09-16 03:03:00,1
2019-09-16 03:09:00,2
2019-09-16 03:11:00,6
2019-09-16 03:13:00,1
2019-09-16 03:19:00,2
2019-09-16 03:21:00,6
2019-09-16 03:23:00,1
2019-09-16 03:29:00,2
2019-09-16 03:31:00,6
2019-09-16 03:33:00,1
2019-09-16 03:39:00,2
2019-09-16 03:41:00,6
2019-09-16 03:44:00,1
2019-09-16 03:49:00,2
2019-09-16 03:51:00,6
2019-09-16 03:54:00,1
2019-09-16 03:59:00,2
2019-09-16 04:01:00,6
2019-09-16 04:04:00,1
2019-09-16 04:09:00,2
2019-09-16 04:11:00,6
2019-09-16 04:14:00,1
2019-09-16 04:19:00,2
2019-09-16 04:21:00,6
2019-09-16 04:24:00,1
2019-09-16 04:29:00,2
2019-09-16 04:31:00,6
2019-09-16 04:34:00,1
2019-09-16 04:39:00,2
2019-09-16 04:41:00,6
2019-09-16 04:44:00,1
2019-09-16 04:49:00,2
2019-09-16 04:51:00,6
2019-09-16 04:54:00,1
2019-09-16 04:59:00,2
2019-09-16 05:01:00,6
2019-09-16 05:04:00,1
2019-09-16 05:09:00,2
2019-09-16 05:11:00,6
2019-09-16 05:14:00,1
2019-09-16 05:19:00,2
2019-09-16 05:21:00,6
2019-09-16 05:24:00,1
2019-09-16 05:29:00,2
2019-09-16 05:31:00,10
2019-09-16 05:34:00,1
2019-09-16 05:39:00,2
2019-09-16 05:41:00,6
2019-09-16 05:44:00,1
2019-09-16 05:49:00,2
2019-09-16 05:51:00,7
2019-09-16 05:54:00,1
2019-09-16 05:59:00,2
2019-09-16 06:01:00,6
2019-09-16 06:04:00,1
2019-09-16 06:09:00,2
2019-09-16 06:11:00,6
2019-09-16 06:14:00,1
2019-09-16 06:19:00,2
2019-09-16 06:21:00,6
2019-09-16 06:24:00,1
2019-09-16 06:29:00,2
2019-09-16 06:31:00,6
2019-09-16 06:34:00,1
2019-09-16 06:39:00,2
2019-09-16 06:41:00,6
2019-09-16 06:44:00,1
2019-09-16 06:49:00,2
2019-09-16 06:51:00,6
2019-09-16 06:54:00,1
2019-09-16 06:59:00,2
2019-09-16 07:01:00,6
2019-09-16 07:04:00,1
2019-09-16 07:09:00,2
2019-09-16 07:11:00,6
2019-09-16 07:14:00,1
2019-09-16 07:19:00,2
2019-09-16 07:21:00,6
2019-09-16 07:24:00,1
2019-09-16 07:29:00,2
2019-09-16 07:31:00,6
2019-09-16 07:34:00,1
2019-09-16 07:39:00,2
2019-09-16 07:41:00,6
2019-09-16 07:44:00,1
2019-09-16 07:49:00,2
2019-09-16 07:51:00,6
2019-09-16 07:54:00,1
2019-09-16 07:59:00,2
2019-09-16 08:01:00,6
2019-09-16 08:04:00,1
2019-09-16 08:09:00,2
2019-09-16 08:11:00,6
2019-09-16 08:14:00,1
2019-09-16 08:19:00,2
2019-09-16 08:21:00,6
2019-09-16 08:24:00,1
2019-09-16 08:29:00,2
2019-09-16 08:31:00,6
2019-09-16 08:34:00,1
2019-09-16 08:39:00,2
2019-09-16 08:41:00,7
2019-09-16 08:44:00,1
2019-09-16 08:49:00,2
2019-09-16 08:51:00,6
2019-09-16 08:54:00,1
2019-09-16 08:59:00,2
2019-09-16 09:01:00,6
2019-09-16 09:04:00,1
2019-09-16 09:09:00,2
2019-09-16 09:11:00,6
2019-09-16 09:14:00,1
2019-09-16 09:19:00,2
2019-09-16 09:21:00,6
2019-09-16 09:24:00,1
2019-09-16 09:29:00,2
2019-09-16 09:31:00,7
2019-09-16 09:34:00,1
2019-09-16 09:39:00,2
2019-09-16 09:41:00,6
2019-09-16 09:44:00,1
2019-09-16 09:49:00,2
2019-09-16 09:51:00,7
2019-09-16 09:54:00,1
2019-09-16 09:59:00,2
2019-09-16 10:01:00,6
2019-09-16 10:04:00,1
2019-09-16 10:09:00,2
2019-09-16 10:11:00,6
2019-09-16 10:14:00,1
2019-09-16 10:19:00,2
2019-09-16 10:21:00,6
2019-09-16 10:24:00,1
2019-09-16 10:29:00,2
2019-09-16 10:31:00,6
2019-09-16 10:34:00,1
2019-09-16 10:39:00,2
2019-09-16 10:41:00,6
2019-09-16 10:44:00,1
2019-09-16 10:49:00,2
2019-09-16 10:51:00,6
2019-09-16 10:54:00,1
2019-09-16 10:59:00,2
2019-09-16 11:01:00,6
2019-09-16 11:04:00,1
2019-09-16 11:09:00,2
2019-09-16 11:11:00,6
2019-09-16 11:14:00,1
2019-09-16 11:19:00,2
2019-09-16 11:21:00,6
2019-09-16 11:24:00,1
2019-09-16 11:29:00,2
2019-09-16 11:31:00,6
2019-09-16 11:34:00,1
2019-09-16 11:39:00,2
2019-09-16 11:41:00,6
2019-09-16 11:44:00,1
2019-09-16 11:49:00,2
2019-09-16 11:51:00,6
2019-09-16 11:54:00,1
2019-09-16 11:59:00,2
2019-09-16 12:01:00,6
2019-09-16 12:04:00,1
2019-09-16 12:09:00,2
2019-09-16 12:11:00,6
2019-09-16 12:14:00,1
2019-09-16 12:19:00,2
2019-09-16 12:21:00,6
2019-09-16 12:24:00,1
2019-09-16 12:29:00,2
2019-09-16 12:31:00,6
2019-09-16 12:34:00,1
2019-09-16 12:39:00,2
2019-09-16 12:41:00,6
2019-09-16 12:44:00,1
2019-09-16 12:49:00,2
2019-09-16 12:51:00,7
2019-09-16 12:54:00,1
2019-09-16 13:00:00,2
2019-09-16 13:01:00,8
2019-09-16 13:05:00,4
2019-09-16 13:06:00,2
2019-09-16 13:12:00,1
2019-09-16 13:13:00,2
2019-09-16 13:15:00,6
2019-09-16 13:16:00,1
2019-09-16 13:20:00,1
2019-09-16 13:23:00,2
2019-09-16 13:25:00,6
2019-09-16 13:30:00,1
2019-09-16 13:33:00,2
2019-09-16 13:37:00,9
2019-09-16 13:40:00,1
2019-09-16 13:43:00,2
2019-09-16 13:47:00,6
2019-09-16 13:50:00,1
2019-09-16 13:53:00,2
2019-09-16 13:57:00,6
2019-09-16 14:00:00,1
2019-09-16 14:03:00,2
2019-09-16 14:07:00,6
2019-09-16 14:10:00,1
2019-09-16 14:13:00,2
2019-09-16 14:17:00,6
2019-09-16 14:20:00,1
2019-09-16 14:23:00,2
2019-09-16 14:27:00,6
2019-09-16 14:30:00,1
2019-09-16 14:33:00,2
2019-09-16 14:37:00,6
2019-09-16 14:40:00,1
2019-09-16 14:43:00,2
2019-09-16 14:47:00,6
2019-09-16 14:50:00,1
2019-09-16 14:53:00,2
2019-09-16 14:57:00,6
2019-09-16 15:00:00,1
2019-09-16 15:03:00,2
2019-09-16 15:07:00,6
2019-09-16 15:10:00,1
2019-09-16 15:13:00,2
2019-09-16 15:17:00,6
2019-09-16 15:20:00,1
2019-09-16 15:23:00,2
2019-09-16 15:27:00,6
2019-09-16 15:29:00,1
2019-09-16 15:30:00,1
2019-09-16 15:33:00,2
2019-09-16 15:37:00,5
2019-09-16 15:39:00,2
2019-09-16 15:40:00,1
2019-09-16 15:43:00,2
2019-09-16 15:47:00,5
2019-09-16 15:49:00,1
2019-09-16 15:50:00,1
2019-09-16 15:53:00,2
2019-09-16 15:57:00,5
2019-09-16 15:59:00,1
2019-09-16 16:00:00,1
2019-09-16 16:03:00,2
2019-09-16 16:07:00,5
2019-09-16 16:09:00,1
2019-09-16 16:10:00,1
2019-09-16 16:13:00,2
2019-09-16 16:17:00,5
2019-09-16 16:19:00,1
2019-09-16 16:20:00,1
2019-09-16 16:23:00,2
2019-09-16 16:27:00,5
2019-09-16 16:29:00,1
2019-09-16 16:30:00,1
2019-09-16 16:33:00,2
2019-09-16 16:37:00,5
2019-09-16 16:39:00,1
2019-09-16 16:40:00,1
2019-09-16 16:43:00,2
2019-09-16 16:47:00,5
2019-09-16 16:49:00,1
2019-09-16 16:50:00,1
2019-09-16 16:53:00,2
2019-09-16 16:57:00,5
2019-09-16 16:59:00,1
2019-09-16 17:00:00,1
2019-09-16 17:03:00,2
2019-09-16 17:07:00,5
2019-09-16 17:09:00,1
2019-09-16 17:10:00,1
2019-09-16 17:13:00,2
2019-09-16 17:17:00,5
2019-09-16 17:19:00,1
2019-09-16 17:20:00,1
2019-09-16 17:23:00,2
2019-09-16 17:27:00,5
2019-09-16 17:29:00,1
