11,"select yy, mm, dd, hh, mi, ss,  logID, clientIP, op, command, error, browser,  isvisible, referer, bytesOut, bytesIn, elapsed  into weblogall2#_#_#h_to_#_#h  from weblogall  where yy = #   and mm between # and #   and dd between # and #   and hh between # and #"
2019-09-16 09:10:00,1
2019-09-16 09:26:00,1
2019-09-16 10:09:00,1
2019-09-16 10:43:00,1
2019-09-16 11:41:00,1
2019-09-16 12:15:00,1
2019-09-16 13:47:00,1
2019-09-16 15:14:00,1
2019-09-16 15:43:00,1
2019-09-16 16:15:00,1
2019-09-16 16:42:00,1
