5355,"SELECT  top #   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-09-16 00:01:00,6
2019-09-16 00:02:00,5
2019-09-16 00:03:00,10
2019-09-16 00:06:00,12
2019-09-16 00:11:00,5
2019-09-16 00:12:00,5
2019-09-16 00:13:00,9
2019-09-16 00:16:00,17
2019-09-16 00:21:00,5
2019-09-16 00:22:00,6
2019-09-16 00:23:00,9
2019-09-16 00:26:00,19
2019-09-16 00:31:00,5
2019-09-16 00:32:00,5
2019-09-16 00:33:00,9
2019-09-16 00:36:00,19
2019-09-16 00:41:00,5
2019-09-16 00:42:00,5
2019-09-16 00:43:00,9
2019-09-16 00:46:00,17
2019-09-16 00:51:00,5
2019-09-16 00:52:00,5
2019-09-16 00:53:00,10
2019-09-16 00:56:00,19
2019-09-16 01:01:00,5
2019-09-16 01:02:00,5
2019-09-16 01:03:00,9
2019-09-16 01:06:00,17
2019-09-16 01:11:00,5
2019-09-16 01:12:00,5
2019-09-16 01:13:00,9
2019-09-16 01:16:00,17
2019-09-16 01:21:00,5
2019-09-16 01:22:00,5
2019-09-16 01:23:00,9
2019-09-16 01:26:00,17
2019-09-16 01:31:00,5
2019-09-16 01:32:00,5
2019-09-16 01:33:00,9
2019-09-16 01:36:00,21
2019-09-16 01:41:00,5
2019-09-16 01:42:00,5
2019-09-16 01:43:00,9
2019-09-16 01:46:00,17
2019-09-16 01:51:00,5
2019-09-16 01:52:00,5
2019-09-16 01:53:00,9
2019-09-16 01:56:00,17
2019-09-16 02:01:00,5
2019-09-16 02:02:00,5
2019-09-16 02:03:00,9
2019-09-16 02:06:00,17
2019-09-16 02:11:00,5
2019-09-16 02:12:00,5
2019-09-16 02:13:00,9
2019-09-16 02:16:00,17
2019-09-16 02:21:00,5
2019-09-16 02:22:00,5
2019-09-16 02:23:00,9
2019-09-16 02:26:00,21
2019-09-16 02:31:00,5
2019-09-16 02:32:00,6
2019-09-16 02:33:00,9
2019-09-16 02:36:00,19
2019-09-16 02:41:00,5
2019-09-16 02:42:00,5
2019-09-16 02:43:00,9
2019-09-16 02:46:00,19
2019-09-16 02:51:00,5
2019-09-16 02:52:00,5
2019-09-16 02:53:00,9
2019-09-16 02:56:00,17
2019-09-16 03:01:00,5
2019-09-16 03:02:00,6
2019-09-16 03:03:00,9
2019-09-16 03:06:00,18
2019-09-16 03:11:00,5
2019-09-16 03:12:00,6
2019-09-16 03:13:00,9
2019-09-16 03:16:00,17
2019-09-16 03:21:00,5
2019-09-16 03:22:00,5
2019-09-16 03:23:00,9
2019-09-16 03:26:00,14
2019-09-16 03:27:00,3
2019-09-16 03:31:00,5
2019-09-16 03:32:00,5
2019-09-16 03:33:00,9
2019-09-16 03:36:00,14
2019-09-16 03:37:00,5
2019-09-16 03:41:00,5
2019-09-16 03:42:00,5
2019-09-16 03:43:00,9
2019-09-16 03:46:00,14
2019-09-16 03:47:00,3
2019-09-16 03:51:00,5
2019-09-16 03:52:00,7
2019-09-16 03:53:00,9
2019-09-16 03:56:00,15
2019-09-16 03:57:00,5
2019-09-16 04:01:00,5
2019-09-16 04:02:00,5
2019-09-16 04:03:00,9
2019-09-16 04:06:00,14
2019-09-16 04:07:00,5
2019-09-16 04:11:00,5
2019-09-16 04:12:00,6
2019-09-16 04:13:00,9
2019-09-16 04:16:00,14
2019-09-16 04:17:00,3
2019-09-16 04:21:00,5
2019-09-16 04:22:00,5
2019-09-16 04:23:00,9
2019-09-16 04:26:00,16
2019-09-16 04:27:00,3
2019-09-16 04:31:00,5
2019-09-16 04:32:00,5
2019-09-16 04:33:00,9
2019-09-16 04:36:00,17
2019-09-16 04:37:00,3
2019-09-16 04:41:00,5
2019-09-16 04:42:00,5
2019-09-16 04:43:00,9
2019-09-16 04:46:00,15
2019-09-16 04:47:00,5
2019-09-16 04:51:00,5
2019-09-16 04:52:00,5
2019-09-16 04:53:00,9
2019-09-16 04:56:00,12
2019-09-16 04:57:00,5
2019-09-16 05:01:00,5
2019-09-16 05:02:00,5
2019-09-16 05:03:00,9
2019-09-16 05:06:00,12
2019-09-16 05:07:00,5
2019-09-16 05:11:00,5
2019-09-16 05:12:00,5
2019-09-16 05:13:00,9
2019-09-16 05:16:00,12
2019-09-16 05:17:00,5
2019-09-16 05:21:00,5
2019-09-16 05:22:00,5
2019-09-16 05:23:00,9
2019-09-16 05:26:00,12
2019-09-16 05:27:00,5
2019-09-16 05:31:00,5
2019-09-16 05:32:00,5
2019-09-16 05:33:00,9
2019-09-16 05:36:00,12
2019-09-16 05:37:00,5
2019-09-16 05:41:00,5
2019-09-16 05:42:00,5
