63,select * from SpecLine where specObjId=#
2019-09-16 00:00:00,5
2019-09-16 00:01:00,6
2019-09-16 00:02:00,7
2019-09-16 00:03:00,1
2019-09-16 01:07:00,1
2019-09-16 02:17:00,1
2019-09-16 03:37:00,1
2019-09-16 03:41:00,5
2019-09-16 03:42:00,10
2019-09-16 03:43:00,8
2019-09-16 03:51:00,1
2019-09-16 04:59:00,1
2019-09-16 08:47:00,1
2019-09-16 15:39:00,1
2019-09-16 16:04:00,1
2019-09-16 17:24:00,1
2019-09-16 18:53:00,1
2019-09-16 19:28:00,2
2019-09-16 19:45:00,6
2019-09-16 19:58:00,2
2019-09-16 23:24:00,1
