66,select * from SpecLineIndex where specObjId=#
2019-09-16 00:03:00,7
2019-09-16 00:04:00,7
2019-09-16 00:05:00,7
2019-09-16 00:06:00,4
2019-09-16 00:07:00,9
2019-09-16 00:08:00,4
2019-09-16 03:37:00,1
2019-09-16 03:43:00,2
2019-09-16 03:44:00,7
2019-09-16 03:51:00,1
2019-09-16 04:18:00,1
2019-09-16 04:54:00,1
2019-09-16 06:27:00,1
2019-09-16 08:47:00,2
2019-09-16 08:48:00,2
2019-09-16 09:24:00,4
2019-09-16 18:41:00,1
2019-09-16 19:27:00,1
2019-09-16 19:28:00,2
2019-09-16 19:45:00,1
2019-09-16 19:55:00,1
