20,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-09-16 00:00:00,1
2019-09-16 00:03:00,1
2019-09-16 00:05:00,1
2019-09-16 00:07:00,1
2019-09-16 00:09:00,1
2019-09-16 00:11:00,1
2019-09-16 00:14:00,1
2019-09-16 00:15:00,1
2019-09-16 00:17:00,1
2019-09-16 00:19:00,1
2019-09-16 00:22:00,1
2019-09-16 00:32:00,1
2019-09-16 00:36:00,1
2019-09-16 00:43:00,1
2019-09-16 00:44:00,1
2019-09-16 00:50:00,1
2019-09-16 00:54:00,1
2019-09-16 05:21:00,1
2019-09-16 05:28:00,1
2019-09-16 05:33:00,1
