47,select * from Frame where fieldId=#
2019-09-07 00:00:00,1
2019-09-07 00:19:00,1
2019-09-07 00:33:00,1
2019-09-07 00:50:00,1
2019-09-07 01:09:00,1
2019-09-07 02:41:00,1
2019-09-07 03:02:00,1
2019-09-07 04:33:00,1
2019-09-07 05:02:00,1
2019-09-07 06:35:00,1
2019-09-07 06:44:00,1
2019-09-07 06:55:00,1
2019-09-07 08:33:00,1
2019-09-07 08:58:00,1
2019-09-07 10:18:00,1
2019-09-07 10:19:00,1
2019-09-07 10:23:00,1
2019-09-07 10:37:00,1
2019-09-07 11:00:00,1
2019-09-07 11:49:00,1
2019-09-07 12:28:00,1
2019-09-07 12:33:00,2
2019-09-07 13:32:00,1
2019-09-07 13:54:00,1
2019-09-07 14:05:00,1
2019-09-07 14:37:00,1
2019-09-07 14:45:00,1
2019-09-07 14:57:00,1
2019-09-07 15:46:00,1
2019-09-07 16:01:00,1
2019-09-07 16:06:00,1
2019-09-07 16:39:00,1
2019-09-07 18:12:00,1
2019-09-07 18:30:00,1
2019-09-07 19:25:00,1
2019-09-07 20:08:00,1
2019-09-07 20:30:00,1
2019-09-07 20:55:00,1
2019-09-07 21:38:00,1
2019-09-07 21:47:00,1
2019-09-07 21:57:00,1
2019-09-07 22:25:00,1
2019-09-07 22:40:00,1
2019-09-07 23:17:00,1
2019-09-07 23:26:00,1
2019-09-07 23:30:00,1
