3,"SELECT TOP #       p.objID, p.run, f.run, p.ra, p.dec, p.psfMag_u, p.psfMag_g,    p.psfMag_r, p.psfMag_i, p.psfMag_z, f.mjd_u, f.mjd_g, f.mjd_r,   f.mjd_i, f.mjd_z into mydb.MyTable from PhotoObjAll p        JOIN Field AS f ON f.fieldID = p.objID"
2019-09-07 04:25:00,1
2019-09-07 04:34:00,1
2019-09-07 04:35:00,1
