845,"SELECT ra, dec, petroMag_g, petroMagErr_g, petroMag_r, petroMagErr_r, petroMag_i, petroMagErr_i FROM star WHERE (ra between # and #) and (dec between # and #) and (petroMag_g < #) and (petroMag_g>#)"
2019-09-07 00:02:00,2
2019-09-07 00:03:00,1
2019-09-07 00:04:00,2
2019-09-07 00:05:00,1
2019-09-07 00:06:00,1
2019-09-07 00:07:00,1
2019-09-07 00:08:00,2
2019-09-07 00:09:00,1
2019-09-07 00:10:00,2
2019-09-07 00:11:00,3
2019-09-07 00:12:00,1
2019-09-07 00:13:00,1
2019-09-07 00:14:00,2
2019-09-07 00:15:00,2
2019-09-07 00:16:00,3
2019-09-07 00:17:00,1
2019-09-07 00:18:00,2
2019-09-07 00:19:00,1
2019-09-07 00:20:00,2
2019-09-07 00:21:00,2
2019-09-07 00:22:00,2
2019-09-07 00:24:00,1
2019-09-07 00:27:00,3
2019-09-07 00:28:00,1
2019-09-07 00:29:00,1
2019-09-07 00:38:00,1
2019-09-07 00:39:00,1
2019-09-07 00:42:00,1
2019-09-07 00:45:00,1
2019-09-07 00:46:00,2
2019-09-07 00:47:00,2
2019-09-07 00:48:00,1
2019-09-07 00:49:00,1
2019-09-07 00:51:00,2
2019-09-07 00:52:00,2
2019-09-07 00:53:00,3
2019-09-07 00:54:00,2
2019-09-07 00:55:00,1
2019-09-07 00:56:00,2
2019-09-07 00:57:00,1
2019-09-07 00:58:00,1
2019-09-07 01:01:00,1
2019-09-07 01:02:00,1
2019-09-07 01:03:00,1
2019-09-07 01:04:00,1
2019-09-07 01:05:00,1
2019-09-07 01:06:00,1
2019-09-07 01:07:00,2
2019-09-07 01:08:00,1
2019-09-07 01:09:00,1
2019-09-07 01:16:00,1
2019-09-07 01:17:00,1
2019-09-07 01:20:00,1
2019-09-07 01:21:00,1
2019-09-07 01:31:00,1
2019-09-07 01:32:00,1
2019-09-07 01:34:00,1
2019-09-07 01:38:00,3
2019-09-07 01:39:00,2
2019-09-07 01:40:00,1
2019-09-07 01:44:00,1
2019-09-07 01:48:00,1
2019-09-07 01:49:00,1
2019-09-07 01:50:00,1
2019-09-07 01:57:00,1
2019-09-07 01:58:00,1
2019-09-07 02:03:00,1
2019-09-07 02:07:00,1
2019-09-07 02:16:00,1
2019-09-07 02:17:00,1
2019-09-07 02:18:00,1
2019-09-07 02:30:00,1
2019-09-07 02:31:00,1
2019-09-07 02:32:00,1
2019-09-07 02:33:00,1
2019-09-07 02:34:00,2
2019-09-07 02:35:00,3
2019-09-07 02:36:00,2
2019-09-07 02:38:00,2
2019-09-07 02:39:00,2
2019-09-07 02:40:00,2
2019-09-07 02:42:00,1
2019-09-07 02:46:00,1
2019-09-07 02:47:00,1
2019-09-07 02:48:00,2
2019-09-07 02:49:00,3
2019-09-07 02:50:00,2
2019-09-07 02:52:00,1
2019-09-07 02:59:00,1
2019-09-07 03:00:00,2
2019-09-07 03:01:00,1
2019-09-07 03:02:00,1
2019-09-07 03:11:00,1
2019-09-07 03:12:00,2
2019-09-07 03:17:00,1
2019-09-07 03:18:00,1
2019-09-07 03:19:00,2
2019-09-07 03:20:00,1
2019-09-07 03:21:00,1
2019-09-07 03:22:00,1
2019-09-07 03:23:00,1
2019-09-07 03:26:00,2
2019-09-07 03:29:00,2
2019-09-07 03:31:00,1
2019-09-07 03:33:00,1
2019-09-07 03:43:00,2
2019-09-07 03:44:00,3
2019-09-07 03:45:00,1
2019-09-07 03:46:00,1
2019-09-07 03:47:00,1
2019-09-07 03:48:00,2
2019-09-07 03:50:00,1
2019-09-07 03:51:00,1
2019-09-07 03:52:00,1
2019-09-07 03:53:00,1
2019-09-07 03:54:00,2
2019-09-07 03:55:00,3
2019-09-07 03:56:00,2
2019-09-07 03:57:00,2
2019-09-07 03:59:00,1
2019-09-07 04:11:00,1
2019-09-07 04:12:00,1
2019-09-07 04:15:00,2
2019-09-07 04:16:00,1
2019-09-07 04:19:00,1
2019-09-07 04:20:00,2
2019-09-07 04:21:00,1
2019-09-07 04:22:00,1
2019-09-07 04:23:00,1
2019-09-07 04:32:00,1
2019-09-07 04:34:00,1
2019-09-07 04:36:00,2
2019-09-07 04:37:00,2
2019-09-07 04:38:00,3
2019-09-07 04:39:00,1
2019-09-07 04:41:00,1
2019-09-07 04:50:00,2
2019-09-07 04:51:00,1
2019-09-07 04:52:00,2
2019-09-07 04:56:00,1
