161,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-02-13 00:58:00,1
2019-02-13 01:57:00,1
2019-02-13 02:58:00,1
2019-02-13 03:57:00,1
2019-02-13 04:58:00,1
2019-02-13 05:43:00,1
2019-02-13 05:51:00,1
2019-02-13 05:55:00,1
2019-02-13 05:57:00,1
2019-02-13 05:58:00,1
2019-02-13 06:00:00,1
2019-02-13 06:16:00,1
2019-02-13 06:57:00,1
2019-02-13 07:20:00,1
2019-02-13 07:57:00,1
2019-02-13 08:02:00,9
2019-02-13 08:58:00,1
2019-02-13 09:57:00,1
2019-02-13 09:59:00,9
2019-02-13 10:11:00,9
2019-02-13 10:58:00,1
2019-02-13 11:58:00,1
2019-02-13 12:58:00,1
2019-02-13 13:34:00,9
2019-02-13 13:43:00,9
2019-02-13 13:44:00,18
2019-02-13 13:46:00,9
2019-02-13 13:47:00,9
2019-02-13 13:52:00,9
2019-02-13 13:58:00,1
2019-02-13 14:58:00,1
2019-02-13 15:44:00,9
2019-02-13 15:52:00,9
2019-02-13 15:53:00,9
2019-02-13 15:59:00,1
2019-02-13 16:58:00,1
2019-02-13 17:58:00,1
2019-02-13 18:20:00,9
2019-02-13 18:45:00,9
2019-02-13 18:59:00,1
