51,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-02-13 02:09:00,2
2019-02-13 02:10:00,6
2019-02-13 02:11:00,2
2019-02-13 02:12:00,2
2019-02-13 02:15:00,2
2019-02-13 02:27:00,1
2019-02-13 02:28:00,6
2019-02-13 02:29:00,1
2019-02-13 02:33:00,1
2019-02-13 02:58:00,2
2019-02-13 02:59:00,1
2019-02-13 03:00:00,1
2019-02-13 05:48:00,1
2019-02-13 05:49:00,6
2019-02-13 05:50:00,2
2019-02-13 05:51:00,3
2019-02-13 05:55:00,2
2019-02-13 05:59:00,7
2019-02-13 06:02:00,1
2019-02-13 06:05:00,2
