50,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-02-13 13:12:00,3
2019-02-13 13:14:00,1
2019-02-13 13:27:00,1
2019-02-13 13:28:00,1
2019-02-13 13:50:00,3
2019-02-13 13:54:00,1
2019-02-13 14:00:00,1
2019-02-13 14:01:00,2
2019-02-13 14:05:00,2
2019-02-13 14:06:00,2
2019-02-13 14:07:00,2
2019-02-13 14:08:00,2
2019-02-13 14:09:00,2
2019-02-13 14:10:00,2
2019-02-13 14:13:00,1
2019-02-13 14:14:00,3
2019-02-13 14:15:00,2
2019-02-13 14:16:00,2
2019-02-13 14:20:00,1
2019-02-13 14:21:00,1
2019-02-13 14:22:00,2
2019-02-13 14:27:00,3
2019-02-13 14:28:00,1
2019-02-13 14:29:00,1
2019-02-13 17:12:00,1
2019-02-13 19:09:00,1
2019-02-13 19:10:00,3
2019-02-13 19:11:00,3
