9,"select z,ra,dec,bestObjID from specObj where (class = &&& or class = &&&) AND z > # AND zWarning = #"
2019-02-13 15:28:00,2
2019-02-13 15:34:00,4
2019-02-13 15:36:00,1
2019-02-13 15:39:00,1
2019-02-13 15:42:00,1
