2007,"select psfSigma1_z, psfSigma2_z, psfB_z, psfP0_z, psfBeta_z, psfSigmaP_z, psfSigma1_u, psfSigma2_u, psfB_u, psfP0_u, psfBeta_u, psfSigmaP_u, psfSigma1_g, psfSigma2_g, psfB_g, psfP0_g, psfBeta_g, psfSigmaP_g, psfSigma1_r, psfSigma2_r, psfB_r, psfP0_r, psfBeta_r, psfSigmaP_r, psfSigma1_i, psfSigma2_i, psfB_i, psfP0_i, psfBeta_i, psfSigmaP_i from Field where run = # and rerun = # and camcol = # and field = #"
2019-02-13 00:00:00,1
2019-02-13 00:01:00,1
2019-02-13 00:02:00,3
2019-02-13 00:03:00,2
2019-02-13 00:04:00,2
2019-02-13 00:05:00,3
2019-02-13 00:06:00,2
2019-02-13 00:07:00,2
2019-02-13 00:08:00,2
2019-02-13 00:09:00,2
2019-02-13 00:10:00,3
2019-02-13 00:12:00,4
2019-02-13 00:16:00,7
2019-02-13 00:17:00,2
2019-02-13 00:18:00,3
2019-02-13 00:19:00,2
2019-02-13 00:22:00,4
2019-02-13 00:23:00,4
2019-02-13 00:24:00,1
2019-02-13 00:25:00,2
2019-02-13 00:30:00,10
2019-02-13 00:31:00,2
2019-02-13 00:34:00,8
2019-02-13 00:35:00,3
2019-02-13 00:37:00,3
2019-02-13 00:43:00,10
2019-02-13 00:50:00,10
2019-02-13 00:55:00,10
2019-02-13 00:57:00,3
2019-02-13 01:01:00,8
2019-02-13 01:03:00,1
2019-02-13 01:04:00,2
2019-02-13 01:05:00,3
2019-02-13 01:07:00,3
2019-02-13 01:08:00,2
2019-02-13 01:09:00,2
2019-02-13 01:10:00,2
2019-02-13 01:11:00,4
2019-02-13 01:12:00,2
2019-02-13 01:13:00,2
2019-02-13 01:14:00,2
2019-02-13 01:21:00,10
2019-02-13 01:22:00,1
2019-02-13 01:25:00,10
2019-02-13 01:31:00,10
2019-02-13 01:32:00,2
2019-02-13 01:35:00,2
2019-02-13 01:36:00,3
2019-02-13 01:37:00,2
2019-02-13 01:39:00,4
2019-02-13 01:40:00,3
2019-02-13 01:41:00,1
2019-02-13 01:42:00,4
2019-02-13 01:43:00,2
2019-02-13 01:46:00,10
2019-02-13 01:47:00,1
2019-02-13 01:48:00,2
2019-02-13 01:49:00,2
2019-02-13 01:55:00,9
2019-02-13 01:57:00,2
2019-02-13 01:58:00,1
2019-02-13 02:01:00,10
2019-02-13 02:03:00,5
2019-02-13 02:11:00,10
2019-02-13 02:13:00,3
2019-02-13 02:14:00,1
2019-02-13 02:15:00,4
2019-02-13 02:17:00,4
2019-02-13 02:18:00,3
2019-02-13 02:19:00,4
2019-02-13 02:20:00,2
2019-02-13 02:21:00,1
2019-02-13 02:22:00,3
2019-02-13 02:23:00,3
2019-02-13 02:24:00,1
2019-02-13 02:25:00,1
2019-02-13 02:26:00,2
2019-02-13 02:27:00,4
2019-02-13 02:33:00,10
2019-02-13 02:34:00,1
2019-02-13 02:35:00,4
2019-02-13 02:36:00,1
2019-02-13 02:38:00,7
2019-02-13 02:45:00,6
2019-02-13 02:46:00,2
2019-02-13 02:48:00,2
2019-02-13 02:49:00,4
