117,select distinct parent from DBViewCols where viewname=&&&
2019-02-13 00:15:00,1
2019-02-13 05:31:00,2
2019-02-13 06:24:00,2
2019-02-13 08:08:00,1
2019-02-13 09:33:00,2
2019-02-13 09:41:00,2
2019-02-13 10:58:00,2
2019-02-13 13:17:00,2
2019-02-13 13:18:00,3
2019-02-13 14:26:00,1
2019-02-13 15:19:00,1
2019-02-13 15:21:00,1
2019-02-13 15:22:00,1
2019-02-13 15:24:00,3
2019-02-13 15:26:00,1
2019-02-13 15:30:00,1
2019-02-13 15:35:00,1
2019-02-13 15:36:00,1
2019-02-13 15:37:00,7
2019-02-13 15:38:00,1
2019-02-13 15:39:00,1
2019-02-13 15:40:00,1
2019-02-13 15:46:00,3
2019-02-13 15:48:00,1
2019-02-13 15:49:00,1
2019-02-13 15:50:00,2
2019-02-13 15:51:00,1
2019-02-13 15:53:00,3
2019-02-13 15:54:00,1
2019-02-13 15:55:00,4
2019-02-13 15:56:00,2
2019-02-13 15:58:00,4
2019-02-13 15:59:00,2
2019-02-13 16:01:00,1
2019-02-13 16:02:00,7
2019-02-13 16:03:00,1
2019-02-13 16:05:00,1
2019-02-13 16:09:00,1
2019-02-13 16:10:00,3
2019-02-13 16:15:00,1
2019-02-13 16:17:00,2
2019-02-13 16:19:00,6
2019-02-13 16:20:00,1
2019-02-13 16:24:00,3
2019-02-13 16:25:00,9
2019-02-13 16:26:00,1
2019-02-13 16:27:00,1
2019-02-13 16:29:00,1
2019-02-13 16:30:00,1
2019-02-13 16:35:00,1
2019-02-13 16:42:00,1
2019-02-13 17:24:00,1
2019-02-13 18:44:00,1
2019-02-13 19:14:00,1
2019-02-13 19:27:00,1
2019-02-13 19:31:00,1
2019-02-13 20:08:00,1
2019-02-13 20:55:00,1
2019-02-13 20:56:00,1
2019-02-13 21:30:00,1
2019-02-13 21:57:00,1
2019-02-13 22:37:00,1
2019-02-13 23:25:00,2
