29,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-02-13 01:31:00,1
2019-02-13 07:41:00,1
2019-02-13 07:44:00,1
2019-02-13 13:01:00,2
2019-02-13 13:03:00,3
2019-02-13 13:04:00,1
2019-02-13 13:05:00,2
2019-02-13 13:06:00,1
2019-02-13 13:07:00,4
2019-02-13 13:08:00,1
2019-02-13 13:09:00,3
2019-02-13 13:10:00,6
2019-02-13 13:11:00,2
2019-02-13 13:13:00,1
