20,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-09-11 13:27:00,1
2019-09-11 15:37:00,1
2019-09-11 15:53:00,1
2019-09-11 15:54:00,2
2019-09-11 15:56:00,1
2019-09-11 15:58:00,2
2019-09-11 15:59:00,2
2019-09-11 16:00:00,1
2019-09-11 16:02:00,1
2019-09-11 16:40:00,3
2019-09-11 16:50:00,1
2019-09-11 18:00:00,1
2019-09-11 18:14:00,1
2019-09-11 18:16:00,1
2019-09-11 20:37:00,1
