9,SELECT * FROM StellarMassGalSpecLineOUTER1#
2019-09-11 12:58:00,1
2019-09-11 13:00:00,1
2019-09-11 13:01:00,1
2019-09-11 13:02:00,4
2019-09-11 13:03:00,2
