950,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-09-11 20:35:00,1
2019-09-11 20:36:00,1
2019-09-11 21:38:00,1
2019-09-11 21:39:00,1
2019-09-11 23:50:00,85
2019-09-11 23:51:00,175
2019-09-11 23:52:00,184
2019-09-11 23:53:00,206
2019-09-11 23:54:00,42
2019-09-11 23:55:00,34
2019-09-11 23:56:00,190
2019-09-11 23:57:00,30
