3,"SELECT          encoding_id,         value,         meaning     FROM         metadata.esimpint     INNER JOIN metadata.esimpreal     INNER JOIN metadata.esimpstring     INNER JOIN metadata.esimpdate"
2019-09-11 15:55:00,1
2019-09-11 16:03:00,1
2019-09-11 16:15:00,1
