61,"SELECT ra,dec,u,err_u,g,err_g,r,err_r,i,err_i,z,err_z FROM Star WHERE ra BETWEEN # AND # AND dec BETWEEN # and # AND g<#"
2019-09-11 13:58:00,1
2019-09-11 13:59:00,1
2019-09-11 14:00:00,1
2019-09-11 14:10:00,1
2019-09-11 14:11:00,1
2019-09-11 14:12:00,1
2019-09-11 14:18:00,7
2019-09-11 14:21:00,4
2019-09-11 14:26:00,12
2019-09-11 14:28:00,4
2019-09-11 14:29:00,7
2019-09-11 14:30:00,1
2019-09-11 14:33:00,1
2019-09-11 15:12:00,1
2019-09-11 17:40:00,1
2019-09-11 17:41:00,1
2019-09-11 17:45:00,1
2019-09-11 17:50:00,1
2019-09-11 17:55:00,1
2019-09-11 17:56:00,1
2019-09-11 17:59:00,1
2019-09-11 18:01:00,1
2019-09-11 18:09:00,1
2019-09-11 18:16:00,2
2019-09-11 19:48:00,1
2019-09-11 20:03:00,1
2019-09-11 20:34:00,1
2019-09-11 21:06:00,1
2019-09-11 23:06:00,1
2019-09-11 23:43:00,1
2019-09-11 23:58:00,1
