9631,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-09-11 02:45:00,26
2019-09-11 02:46:00,36
2019-09-11 02:47:00,30
2019-09-11 02:48:00,31
2019-09-11 02:49:00,34
2019-09-11 02:50:00,40
2019-09-11 02:51:00,34
2019-09-11 02:52:00,43
2019-09-11 02:53:00,33
2019-09-11 02:54:00,33
2019-09-11 02:55:00,32
2019-09-11 02:56:00,32
2019-09-11 02:57:00,32
2019-09-11 02:58:00,33
2019-09-11 02:59:00,36
2019-09-11 03:00:00,33
2019-09-11 03:01:00,33
2019-09-11 03:02:00,31
2019-09-11 03:03:00,29
2019-09-11 03:04:00,31
2019-09-11 03:05:00,24
2019-09-11 03:06:00,30
2019-09-11 03:07:00,32
2019-09-11 03:08:00,35
2019-09-11 03:09:00,34
2019-09-11 03:10:00,34
2019-09-11 03:11:00,32
2019-09-11 03:12:00,32
2019-09-11 03:13:00,31
2019-09-11 03:14:00,32
2019-09-11 03:15:00,28
2019-09-11 03:16:00,32
2019-09-11 03:17:00,34
2019-09-11 03:18:00,33
2019-09-11 03:19:00,35
2019-09-11 03:20:00,32
2019-09-11 03:21:00,34
2019-09-11 03:22:00,39
2019-09-11 03:23:00,33
2019-09-11 03:24:00,32
2019-09-11 03:25:00,37
2019-09-11 03:26:00,31
2019-09-11 03:27:00,31
2019-09-11 03:28:00,35
2019-09-11 03:29:00,32
2019-09-11 03:30:00,34
2019-09-11 03:31:00,34
2019-09-11 03:32:00,36
2019-09-11 03:33:00,31
2019-09-11 03:34:00,34
2019-09-11 03:35:00,37
2019-09-11 03:36:00,36
2019-09-11 03:37:00,36
2019-09-11 03:38:00,38
2019-09-11 03:39:00,33
2019-09-11 03:40:00,34
2019-09-11 03:41:00,37
2019-09-11 03:42:00,39
2019-09-11 03:43:00,43
2019-09-11 03:44:00,32
2019-09-11 03:45:00,32
2019-09-11 03:46:00,29
2019-09-11 03:47:00,43
2019-09-11 03:48:00,33
2019-09-11 03:49:00,38
2019-09-11 03:50:00,42
2019-09-11 03:51:00,28
2019-09-11 03:52:00,34
2019-09-11 03:53:00,41
2019-09-11 03:54:00,42
2019-09-11 03:55:00,30
2019-09-11 03:56:00,35
2019-09-11 03:57:00,33
2019-09-11 03:58:00,38
2019-09-11 03:59:00,38
2019-09-11 04:00:00,37
2019-09-11 04:01:00,35
2019-09-11 04:02:00,31
2019-09-11 04:03:00,30
2019-09-11 04:04:00,35
2019-09-11 04:05:00,31
2019-09-11 04:06:00,31
2019-09-11 04:07:00,34
2019-09-11 04:08:00,30
2019-09-11 04:09:00,38
2019-09-11 04:10:00,33
2019-09-11 04:11:00,38
2019-09-11 04:12:00,42
2019-09-11 04:13:00,35
2019-09-11 04:14:00,33
2019-09-11 04:15:00,28
2019-09-11 04:16:00,36
2019-09-11 04:17:00,36
2019-09-11 04:18:00,31
2019-09-11 04:19:00,37
2019-09-11 04:20:00,33
2019-09-11 04:21:00,33
2019-09-11 04:22:00,36
2019-09-11 04:23:00,35
2019-09-11 04:24:00,34
2019-09-11 04:25:00,32
2019-09-11 04:26:00,41
2019-09-11 04:27:00,33
2019-09-11 04:28:00,36
2019-09-11 04:29:00,35
2019-09-11 04:30:00,33
2019-09-11 04:31:00,35
2019-09-11 04:32:00,36
2019-09-11 04:33:00,42
2019-09-11 04:34:00,33
2019-09-11 04:35:00,36
2019-09-11 04:36:00,32
2019-09-11 04:37:00,37
2019-09-11 04:38:00,34
2019-09-11 04:39:00,40
2019-09-11 04:40:00,41
2019-09-11 04:41:00,36
2019-09-11 04:42:00,36
2019-09-11 04:43:00,35
2019-09-11 04:44:00,30
2019-09-11 04:45:00,35
2019-09-11 04:46:00,33
2019-09-11 04:47:00,45
2019-09-11 04:48:00,34
2019-09-11 04:49:00,31
2019-09-11 04:50:00,32
2019-09-11 04:51:00,38
2019-09-11 04:52:00,35
2019-09-11 04:53:00,38
2019-09-11 04:54:00,34
2019-09-11 04:55:00,31
2019-09-11 04:56:00,30
2019-09-11 04:57:00,39
