21,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-09-11 07:57:00,1
2019-09-11 10:09:00,1
2019-09-11 11:21:00,1
2019-09-11 12:24:00,1
2019-09-11 13:12:00,1
2019-09-11 13:21:00,1
2019-09-11 13:37:00,1
2019-09-11 20:20:00,1
2019-09-11 20:24:00,1
2019-09-11 20:25:00,1
2019-09-11 20:29:00,1
2019-09-11 20:31:00,1
2019-09-11 20:34:00,1
2019-09-11 20:39:00,1
2019-09-11 20:42:00,1
2019-09-11 20:47:00,1
2019-09-11 20:49:00,1
2019-09-11 23:00:00,1
2019-09-11 23:37:00,1
2019-09-11 23:51:00,1
2019-09-11 23:55:00,1
