15,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-09-11 14:56:00,1
2019-09-11 15:03:00,1
2019-09-11 15:08:00,1
2019-09-11 15:11:00,1
2019-09-11 15:15:00,1
2019-09-11 15:19:00,1
2019-09-11 15:22:00,1
2019-09-11 15:28:00,1
2019-09-11 15:34:00,1
2019-09-11 15:37:00,1
2019-09-11 15:40:00,1
2019-09-11 15:45:00,1
2019-09-11 15:57:00,1
2019-09-11 16:09:00,1
2019-09-11 16:22:00,1
