42,"SELECT p.objid, p.ra, p.dec, f.fieldid, p.field, p.InsideMask, p.u, p.err_u, p.g, p.err_g, p.r, p.err_r, p.i, p.err_i, p.z, p.err_z, p.type, f.quality, p.specObjID FROM PhotoPrimary AS p JOIN Field AS f ON f.fieldid = p.fieldid WHERE (clean = #) AND ((f.quality = #) OR (f.quality = #)) AND (p.type = dbo.fPhotoType(&&&) OR p.type = dbo.fPhotoType(&&&)) AND (p.ra BETWEEN # AND #) AND p.dec BETWEEN # AND # AND ((p.InsideMask = #) OR (p.InsideMask = #) OR (p.InsideMask = #)) AND (#/p.err_u > #) AND (#/p.err_g > #) AND (#/p.err_r > #) AND (#/p.err_i > #) AND (#/p.err_z > #)"
2019-08-03 21:43:00,6
2019-08-03 21:52:00,2
2019-08-03 21:53:00,3
2019-08-03 21:54:00,4
2019-08-03 21:55:00,3
2019-08-03 21:56:00,3
2019-08-03 21:57:00,3
2019-08-03 22:42:00,1
2019-08-03 22:43:00,1
2019-08-03 22:44:00,1
2019-08-03 22:45:00,1
2019-08-03 22:46:00,1
2019-08-03 22:47:00,1
2019-08-03 22:49:00,2
2019-08-03 22:50:00,1
2019-08-03 22:52:00,1
2019-08-03 22:53:00,1
2019-08-03 22:54:00,1
2019-08-03 23:05:00,1
2019-08-03 23:06:00,2
2019-08-03 23:07:00,2
2019-08-03 23:08:00,1
