50,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-08-03 00:48:00,1
2019-08-03 01:06:00,9
2019-08-03 01:46:00,1
2019-08-03 02:29:00,1
2019-08-03 02:45:00,1
2019-08-03 03:45:00,1
2019-08-03 04:10:00,1
2019-08-03 04:46:00,1
2019-08-03 05:46:00,1
2019-08-03 06:45:00,1
2019-08-03 07:45:00,1
2019-08-03 08:45:00,1
2019-08-03 09:02:00,2
2019-08-03 09:45:00,1
2019-08-03 09:58:00,2
2019-08-03 09:59:00,3
2019-08-03 10:00:00,3
2019-08-03 10:45:00,1
2019-08-03 11:45:00,1
2019-08-03 12:45:00,1
2019-08-03 13:45:00,1
2019-08-03 14:46:00,1
2019-08-03 15:46:00,1
2019-08-03 16:45:00,1
2019-08-03 17:46:00,1
2019-08-03 18:45:00,1
2019-08-03 19:45:00,1
2019-08-03 19:52:00,9
