11098,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-08-03 00:00:00,23
2019-08-03 00:01:00,13
2019-08-03 00:02:00,1
2019-08-03 00:04:00,27
2019-08-03 00:05:00,2
2019-08-03 00:06:00,7
2019-08-03 00:09:00,3
2019-08-03 00:10:00,23
2019-08-03 00:11:00,12
2019-08-03 00:12:00,2
2019-08-03 00:14:00,27
2019-08-03 00:15:00,2
2019-08-03 00:16:00,7
2019-08-03 00:19:00,3
2019-08-03 00:20:00,23
2019-08-03 00:21:00,12
2019-08-03 00:22:00,2
2019-08-03 00:24:00,27
2019-08-03 00:25:00,2
2019-08-03 00:26:00,8
2019-08-03 00:27:00,1
2019-08-03 00:29:00,4
2019-08-03 00:30:00,24
2019-08-03 00:31:00,13
2019-08-03 00:32:00,3
2019-08-03 00:33:00,1
2019-08-03 00:34:00,29
2019-08-03 00:35:00,3
2019-08-03 00:36:00,8
2019-08-03 00:37:00,1
2019-08-03 00:38:00,2
2019-08-03 00:39:00,4
2019-08-03 00:40:00,24
2019-08-03 00:41:00,13
2019-08-03 00:42:00,3
2019-08-03 00:43:00,3
2019-08-03 00:44:00,27
2019-08-03 00:45:00,3
2019-08-03 00:46:00,7
2019-08-03 00:47:00,1
2019-08-03 00:48:00,1
2019-08-03 00:50:00,25
2019-08-03 00:51:00,13
2019-08-03 00:52:00,2
2019-08-03 00:54:00,27
2019-08-03 00:55:00,2
2019-08-03 00:56:00,8
2019-08-03 00:57:00,1
2019-08-03 00:58:00,1
2019-08-03 00:59:00,1
2019-08-03 01:00:00,27
2019-08-03 01:01:00,13
2019-08-03 01:02:00,2
2019-08-03 01:04:00,27
2019-08-03 01:05:00,2
2019-08-03 01:06:00,7
2019-08-03 01:10:00,25
2019-08-03 01:11:00,13
2019-08-03 01:12:00,2
2019-08-03 01:14:00,27
2019-08-03 01:15:00,2
2019-08-03 01:16:00,9
2019-08-03 01:20:00,27
2019-08-03 01:21:00,13
2019-08-03 01:22:00,2
2019-08-03 01:24:00,27
2019-08-03 01:25:00,2
2019-08-03 01:26:00,7
2019-08-03 01:30:00,25
2019-08-03 01:31:00,13
2019-08-03 01:32:00,2
2019-08-03 01:34:00,27
2019-08-03 01:35:00,2
2019-08-03 01:36:00,7
2019-08-03 01:40:00,25
2019-08-03 01:41:00,13
2019-08-03 01:42:00,2
2019-08-03 01:44:00,27
2019-08-03 01:45:00,2
2019-08-03 01:46:00,7
2019-08-03 01:50:00,25
2019-08-03 01:51:00,13
2019-08-03 01:52:00,2
2019-08-03 01:54:00,27
2019-08-03 01:55:00,2
2019-08-03 01:56:00,7
2019-08-03 02:00:00,23
2019-08-03 02:01:00,15
2019-08-03 02:02:00,2
2019-08-03 02:04:00,27
