814,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-06-16 01:58:00,5
2019-06-16 01:59:00,9
2019-06-16 02:00:00,10
2019-06-16 02:01:00,9
2019-06-16 02:02:00,10
2019-06-16 02:03:00,7
2019-06-16 02:04:00,1
2019-06-16 02:05:00,9
2019-06-16 02:06:00,8
2019-06-16 02:07:00,8
2019-06-16 02:08:00,8
2019-06-16 02:09:00,8
2019-06-16 02:10:00,8
2019-06-16 02:11:00,7
2019-06-16 02:12:00,7
2019-06-16 02:13:00,8
2019-06-16 02:14:00,7
2019-06-16 02:15:00,7
2019-06-16 02:16:00,8
2019-06-16 02:17:00,8
2019-06-16 02:18:00,8
2019-06-16 02:19:00,7
2019-06-16 02:20:00,7
2019-06-16 02:21:00,8
2019-06-16 02:22:00,8
2019-06-16 02:23:00,7
2019-06-16 02:24:00,7
2019-06-16 02:25:00,7
2019-06-16 02:26:00,8
2019-06-16 02:27:00,9
2019-06-16 02:28:00,7
2019-06-16 02:29:00,8
2019-06-16 02:30:00,8
2019-06-16 02:31:00,8
2019-06-16 02:32:00,8
2019-06-16 02:33:00,8
2019-06-16 02:34:00,7
2019-06-16 02:35:00,8
2019-06-16 02:36:00,8
2019-06-16 02:37:00,9
2019-06-16 02:38:00,8
2019-06-16 02:39:00,8
2019-06-16 02:40:00,9
2019-06-16 02:41:00,9
2019-06-16 02:42:00,8
2019-06-16 02:43:00,9
2019-06-16 02:44:00,8
2019-06-16 02:45:00,9
2019-06-16 02:46:00,9
2019-06-16 02:47:00,10
2019-06-16 02:48:00,9
2019-06-16 02:49:00,9
2019-06-16 02:50:00,10
2019-06-16 02:51:00,9
2019-06-16 02:52:00,9
2019-06-16 02:53:00,9
2019-06-16 02:54:00,8
2019-06-16 02:55:00,7
2019-06-16 02:56:00,10
2019-06-16 02:57:00,9
2019-06-16 02:58:00,9
2019-06-16 02:59:00,9
2019-06-16 03:00:00,8
2019-06-16 03:01:00,9
2019-06-16 03:02:00,10
2019-06-16 03:03:00,8
2019-06-16 03:04:00,10
2019-06-16 03:05:00,7
2019-06-16 03:06:00,3
2019-06-16 03:07:00,8
2019-06-16 03:08:00,9
2019-06-16 03:09:00,10
2019-06-16 03:10:00,10
2019-06-16 03:11:00,10
2019-06-16 03:12:00,9
2019-06-16 03:13:00,11
2019-06-16 03:14:00,9
2019-06-16 03:15:00,11
2019-06-16 03:16:00,8
2019-06-16 03:17:00,10
2019-06-16 03:18:00,9
2019-06-16 03:19:00,9
2019-06-16 03:20:00,11
2019-06-16 03:21:00,9
2019-06-16 03:22:00,10
2019-06-16 03:23:00,10
2019-06-16 03:24:00,6
2019-06-16 03:25:00,10
2019-06-16 03:26:00,9
2019-06-16 03:27:00,10
2019-06-16 03:28:00,9
2019-06-16 03:29:00,9
2019-06-16 03:30:00,9
2019-06-16 03:31:00,10
2019-06-16 03:32:00,9
2019-06-16 03:33:00,9
2019-06-16 03:34:00,5
