125,"SELECT p.ra,p.dec,p.raErr,p.decErr,p.objId,p.run,p.rerun,p.camcol,p.field,dbo.fPhotoModeN(mode) as mode,nChild,dbo.fPhotoTypeN(p.type) as type,clean,flags,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,mjd,distance FROM PhotoObj as p JOIN dbo.fGetNearbyObjEq(#,#,#) AS R ON P.objID=R.objID ORDER BY distance"
2019-06-16 00:06:00,1
2019-06-16 00:07:00,1
2019-06-16 00:15:00,1
2019-06-16 00:20:00,1
2019-06-16 00:22:00,1
2019-06-16 00:23:00,1
2019-06-16 00:27:00,1
2019-06-16 00:29:00,1
2019-06-16 01:11:00,1
2019-06-16 01:13:00,1
2019-06-16 01:16:00,2
2019-06-16 01:26:00,1
2019-06-16 01:28:00,1
2019-06-16 01:30:00,1
2019-06-16 01:34:00,1
2019-06-16 01:39:00,1
2019-06-16 01:42:00,1
2019-06-16 01:44:00,1
2019-06-16 02:01:00,1
2019-06-16 02:03:00,1
2019-06-16 02:05:00,1
2019-06-16 02:07:00,1
2019-06-16 02:10:00,1
2019-06-16 02:18:00,1
2019-06-16 02:21:00,1
2019-06-16 02:28:00,1
2019-06-16 02:32:00,1
2019-06-16 03:34:00,1
2019-06-16 04:29:00,1
2019-06-16 04:57:00,1
2019-06-16 05:28:00,1
2019-06-16 05:29:00,1
2019-06-16 06:02:00,1
2019-06-16 06:42:00,1
2019-06-16 09:21:00,1
2019-06-16 09:22:00,1
2019-06-16 10:07:00,1
2019-06-16 10:12:00,1
2019-06-16 10:18:00,2
2019-06-16 10:19:00,1
2019-06-16 10:21:00,1
2019-06-16 10:32:00,1
2019-06-16 10:41:00,1
2019-06-16 11:44:00,1
2019-06-16 11:50:00,1
2019-06-16 11:52:00,1
2019-06-16 12:15:00,1
2019-06-16 12:16:00,1
2019-06-16 12:20:00,1
2019-06-16 12:22:00,1
2019-06-16 12:59:00,1
2019-06-16 13:37:00,1
2019-06-16 14:12:00,1
2019-06-16 14:13:00,2
2019-06-16 14:14:00,1
2019-06-16 14:16:00,1
2019-06-16 14:22:00,1
2019-06-16 14:23:00,1
2019-06-16 14:43:00,1
2019-06-16 14:51:00,1
2019-06-16 15:03:00,1
2019-06-16 15:19:00,1
2019-06-16 15:23:00,1
2019-06-16 15:24:00,1
2019-06-16 15:42:00,1
2019-06-16 15:53:00,1
2019-06-16 15:55:00,1
2019-06-16 16:01:00,1
2019-06-16 17:05:00,1
2019-06-16 17:14:00,1
2019-06-16 17:23:00,1
2019-06-16 17:51:00,1
2019-06-16 17:59:00,1
2019-06-16 18:14:00,1
2019-06-16 18:19:00,1
2019-06-16 18:24:00,1
2019-06-16 18:28:00,1
2019-06-16 18:33:00,1
2019-06-16 18:37:00,2
2019-06-16 18:46:00,1
2019-06-16 18:55:00,1
2019-06-16 18:59:00,1
2019-06-16 19:00:00,1
2019-06-16 19:02:00,1
2019-06-16 19:05:00,1
2019-06-16 19:12:00,1
2019-06-16 19:14:00,1
2019-06-16 19:29:00,1
2019-06-16 19:50:00,1
2019-06-16 19:51:00,1
2019-06-16 19:58:00,1
2019-06-16 20:08:00,1
2019-06-16 20:18:00,1
2019-06-16 20:32:00,1
2019-06-16 20:34:00,1
2019-06-16 20:36:00,1
2019-06-16 20:37:00,1
2019-06-16 20:39:00,1
2019-06-16 20:41:00,1
2019-06-16 20:44:00,1
2019-06-16 20:46:00,1
2019-06-16 20:49:00,1
2019-06-16 21:05:00,1
2019-06-16 21:29:00,1
2019-06-16 21:46:00,1
2019-06-16 21:54:00,1
2019-06-16 22:00:00,1
2019-06-16 22:48:00,1
2019-06-16 22:52:00,1
2019-06-16 22:53:00,2
2019-06-16 22:58:00,1
2019-06-16 22:59:00,1
2019-06-16 23:00:00,1
2019-06-16 23:01:00,1
2019-06-16 23:06:00,2
2019-06-16 23:07:00,2
2019-06-16 23:24:00,1
2019-06-16 23:47:00,1
