48,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-06-16 01:45:00,3
2019-06-16 01:49:00,1
2019-06-16 01:50:00,2
2019-06-16 01:59:00,2
2019-06-16 02:07:00,2
2019-06-16 02:12:00,3
2019-06-16 02:18:00,3
2019-06-16 02:26:00,1
2019-06-16 02:27:00,2
2019-06-16 02:30:00,3
2019-06-16 02:35:00,2
2019-06-16 02:36:00,2
2019-06-16 02:38:00,3
2019-06-16 02:48:00,2
2019-06-16 10:20:00,3
2019-06-16 10:24:00,6
2019-06-16 10:27:00,2
2019-06-16 10:28:00,4
2019-06-16 10:32:00,2
