49,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-06-16 01:50:00,1
2019-06-16 04:00:00,1
2019-06-16 05:58:00,1
2019-06-16 07:15:00,6
2019-06-16 07:16:00,4
2019-06-16 09:46:00,1
2019-06-16 12:35:00,1
2019-06-16 13:02:00,1
2019-06-16 15:20:00,1
2019-06-16 16:43:00,6
2019-06-16 16:44:00,8
2019-06-16 16:45:00,2
2019-06-16 16:47:00,1
2019-06-16 16:48:00,1
2019-06-16 16:57:00,2
2019-06-16 20:05:00,1
2019-06-16 22:12:00,1
2019-06-16 22:13:00,6
2019-06-16 22:14:00,4
