2,"SELECT s.SpecObjID, s.z into mydb.halpha from SpecObj as s JOIN SpecLine as L ON s.SpecObjID = L.specObjID WHERE L.LineId =#"
2019-10-02 07:56:00,1
2019-10-02 07:57:00,1
