924,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z, psfFluxIvar_u, psfFluxIvar_g, psfFluxIvar_r, psfFluxIvar_i, psfFluxIvar_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-10-02 11:46:00,10
2019-10-02 11:47:00,15
2019-10-02 11:48:00,20
2019-10-02 12:55:00,5
2019-10-02 12:59:00,4
2019-10-02 13:00:00,1
2019-10-02 13:02:00,1
2019-10-02 13:03:00,4
2019-10-02 13:08:00,5
2019-10-02 13:10:00,10
2019-10-02 13:14:00,1
2019-10-02 13:15:00,1
2019-10-02 13:16:00,2
2019-10-02 13:17:00,1
2019-10-02 13:18:00,4
2019-10-02 13:22:00,10
2019-10-02 13:23:00,10
2019-10-02 13:25:00,10
2019-10-02 13:29:00,10
2019-10-02 13:31:00,11
2019-10-02 13:32:00,9
2019-10-02 13:36:00,12
2019-10-02 13:37:00,3
2019-10-02 13:39:00,15
2019-10-02 13:41:00,21
2019-10-02 13:42:00,34
2019-10-02 13:43:00,10
2019-10-02 13:44:00,11
2019-10-02 13:45:00,23
2019-10-02 13:46:00,36
2019-10-02 13:47:00,30
2019-10-02 13:48:00,20
2019-10-02 13:49:00,24
2019-10-02 13:50:00,11
2019-10-02 15:12:00,29
2019-10-02 15:13:00,21
2019-10-02 15:16:00,19
2019-10-02 15:17:00,31
2019-10-02 15:18:00,14
2019-10-02 15:19:00,11
2019-10-02 15:20:00,10
2019-10-02 15:21:00,10
2019-10-02 15:22:00,5
2019-10-02 15:23:00,19
2019-10-02 15:24:00,1
2019-10-02 15:25:00,4
2019-10-02 15:26:00,16
2019-10-02 15:28:00,25
2019-10-02 15:29:00,17
2019-10-02 15:30:00,13
2019-10-02 15:31:00,30
2019-10-02 15:32:00,27
2019-10-02 15:33:00,22
2019-10-02 15:34:00,11
2019-10-02 15:53:00,20
2019-10-02 15:54:00,20
2019-10-02 15:55:00,15
2019-10-02 15:56:00,25
2019-10-02 15:57:00,27
2019-10-02 15:58:00,18
2019-10-02 17:23:00,10
2019-10-02 17:24:00,20
2019-10-02 17:25:00,10
2019-10-02 17:26:00,20
2019-10-02 17:27:00,10
