53,select distinct parent from DBViewCols where viewname=&&&
2019-10-02 01:42:00,1
2019-10-02 01:46:00,1
2019-10-02 01:50:00,1
2019-10-02 01:59:00,1
2019-10-02 02:00:00,1
2019-10-02 03:14:00,2
2019-10-02 03:30:00,1
2019-10-02 04:48:00,1
2019-10-02 05:05:00,1
2019-10-02 06:37:00,3
2019-10-02 06:38:00,1
2019-10-02 06:47:00,1
2019-10-02 06:50:00,1
2019-10-02 07:02:00,2
2019-10-02 07:06:00,1
2019-10-02 07:09:00,1
2019-10-02 07:37:00,1
2019-10-02 08:41:00,1
2019-10-02 08:46:00,1
2019-10-02 10:17:00,1
2019-10-02 10:54:00,1
2019-10-02 13:53:00,1
2019-10-02 13:56:00,1
2019-10-02 14:05:00,1
2019-10-02 14:48:00,2
2019-10-02 14:49:00,1
2019-10-02 14:50:00,1
2019-10-02 15:22:00,2
2019-10-02 15:54:00,1
2019-10-02 15:55:00,1
2019-10-02 16:14:00,1
2019-10-02 16:40:00,1
2019-10-02 16:43:00,1
2019-10-02 16:51:00,1
2019-10-02 16:59:00,3
2019-10-02 17:00:00,2
2019-10-02 17:29:00,1
2019-10-02 17:31:00,1
2019-10-02 18:13:00,1
2019-10-02 18:37:00,1
2019-10-02 20:14:00,1
2019-10-02 20:38:00,1
2019-10-02 21:53:00,1
2019-10-02 23:47:00,1
