30,"SELECT TOP # objID, ra, dec, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, clean FROM StarTag WHERE ra BETWEEN # AND # AND dec BETWEEN # AND # AND modelMag_r BETWEEN # AND # AND clean = #"
2019-10-02 18:06:00,1
2019-10-02 18:09:00,1
2019-10-02 18:13:00,1
2019-10-02 18:15:00,1
2019-10-02 18:17:00,1
2019-10-02 18:19:00,1
2019-10-02 18:26:00,1
2019-10-02 18:33:00,1
2019-10-02 20:01:00,1
2019-10-02 20:03:00,1
2019-10-02 20:16:00,1
2019-10-02 20:27:00,1
2019-10-02 20:39:00,1
2019-10-02 20:50:00,1
2019-10-02 21:03:00,1
2019-10-02 21:14:00,1
2019-10-02 21:26:00,1
2019-10-02 21:38:00,1
2019-10-02 21:50:00,1
2019-10-02 22:02:00,1
2019-10-02 22:14:00,1
2019-10-02 22:26:00,1
2019-10-02 22:38:00,1
2019-10-02 22:50:00,1
2019-10-02 23:02:00,1
2019-10-02 23:14:00,1
2019-10-02 23:25:00,1
2019-10-02 23:37:00,1
2019-10-02 23:47:00,1
2019-10-02 23:59:00,1
