2,"select enrollment.SystemStudentID   ,enrollment.GradeLevel as EnrollmentGrade   ,enrollment.SchoolYear4Digit   ,enrollment.isActiveEnrollment   ,emotion.score as Emotion_Score   from Enrollment enrollment   left join EmotionalScreener emotion   on enrollment.SystemStudentID = emotion.StudentID   and enrollment.SchoolYear4Digit = emotion.SchoolYear4Digit"
2019-10-02 14:55:00,1
2019-10-02 14:58:00,1
