2,"SELECT s.SpecObjID, s.z into mydb.MyTable_# from SpecObj as s   JOIN SpecLine as L ON s.SpecObjID = L.specObjID L.LineID = #"
2019-10-02 08:20:00,1
2019-10-02 08:21:00,1
