15,"SELECT TOP # soa.specObjID, soa.ra, soa.dec, soa.z, soa.cx, soa.cy, soa.cz, poa.modelmag_r, poa.r, poa.u, poa.g, poa.i FROM SpecObjAll as soa, PhotoObjAll as poa WHERE soa.specObjID=poa.specObjID AND soa.z># AND #<=soa.ra AND soa.ra<=# AND #<=soa.dec AND soa.dec<=#"
2019-10-02 18:31:00,1
2019-10-02 18:34:00,1
2019-10-02 19:07:00,2
2019-10-02 19:09:00,3
2019-10-02 19:10:00,2
2019-10-02 19:23:00,1
2019-10-02 19:24:00,3
2019-10-02 19:25:00,2
