40,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-10-02 01:14:00,1
2019-10-02 01:15:00,1
2019-10-02 05:06:00,1
2019-10-02 05:07:00,1
2019-10-02 05:09:00,1
2019-10-02 05:39:00,1
2019-10-02 05:40:00,2
2019-10-02 06:52:00,1
2019-10-02 07:09:00,1
2019-10-02 07:24:00,1
2019-10-02 08:53:00,4
2019-10-02 09:59:00,1
2019-10-02 10:09:00,1
2019-10-02 11:21:00,1
2019-10-02 11:22:00,1
2019-10-02 12:49:00,1
2019-10-02 13:52:00,1
2019-10-02 14:22:00,2
2019-10-02 14:23:00,1
2019-10-02 14:38:00,1
2019-10-02 16:08:00,1
2019-10-02 16:09:00,2
2019-10-02 16:23:00,1
2019-10-02 18:44:00,2
2019-10-02 19:11:00,2
2019-10-02 19:12:00,1
2019-10-02 20:02:00,1
2019-10-02 20:52:00,1
2019-10-02 21:05:00,1
2019-10-02 21:23:00,1
2019-10-02 21:27:00,1
2019-10-02 23:30:00,1
