1357,"SELECT  &&& + cast(p.objId as varchar(#)) + &&& + cast(p.objId as varchar(#)) + &&& as objID,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-10-02 00:07:00,7
2019-10-02 00:08:00,2
2019-10-02 00:17:00,7
2019-10-02 00:18:00,2
2019-10-02 00:27:00,7
2019-10-02 00:28:00,2
2019-10-02 00:37:00,7
2019-10-02 00:38:00,2
2019-10-02 00:47:00,7
2019-10-02 00:48:00,2
2019-10-02 00:57:00,8
2019-10-02 00:58:00,2
2019-10-02 01:07:00,7
2019-10-02 01:08:00,2
2019-10-02 01:17:00,8
2019-10-02 01:18:00,2
2019-10-02 01:27:00,7
2019-10-02 01:28:00,2
2019-10-02 01:37:00,5
2019-10-02 01:38:00,4
2019-10-02 01:47:00,5
2019-10-02 01:48:00,4
2019-10-02 01:52:00,1
2019-10-02 01:56:00,1
2019-10-02 01:57:00,5
2019-10-02 01:58:00,5
2019-10-02 02:07:00,5
2019-10-02 02:08:00,4
2019-10-02 02:17:00,7
2019-10-02 02:18:00,5
2019-10-02 02:27:00,5
2019-10-02 02:28:00,4
2019-10-02 02:37:00,6
2019-10-02 02:38:00,5
2019-10-02 02:47:00,5
2019-10-02 02:48:00,4
2019-10-02 02:57:00,5
2019-10-02 02:58:00,4
2019-10-02 03:07:00,5
2019-10-02 03:08:00,4
2019-10-02 03:17:00,5
2019-10-02 03:18:00,5
2019-10-02 03:27:00,5
2019-10-02 03:28:00,4
2019-10-02 03:37:00,5
2019-10-02 03:38:00,4
2019-10-02 03:39:00,5
2019-10-02 03:40:00,5
2019-10-02 03:41:00,5
2019-10-02 03:42:00,5
2019-10-02 03:51:00,5
2019-10-02 03:52:00,4
2019-10-02 04:01:00,5
2019-10-02 04:02:00,4
2019-10-02 04:11:00,5
2019-10-02 04:12:00,4
2019-10-02 04:21:00,5
2019-10-02 04:22:00,5
2019-10-02 04:31:00,5
2019-10-02 04:32:00,5
2019-10-02 04:41:00,5
2019-10-02 04:42:00,4
2019-10-02 04:51:00,5
2019-10-02 04:52:00,5
2019-10-02 05:01:00,5
2019-10-02 05:02:00,5
2019-10-02 05:11:00,5
2019-10-02 05:12:00,5
2019-10-02 05:21:00,5
2019-10-02 05:22:00,5
2019-10-02 05:31:00,5
2019-10-02 05:32:00,4
2019-10-02 05:41:00,6
2019-10-02 05:42:00,4
2019-10-02 05:51:00,5
2019-10-02 05:52:00,4
2019-10-02 06:01:00,5
2019-10-02 06:02:00,4
2019-10-02 06:11:00,5
2019-10-02 06:12:00,4
2019-10-02 06:21:00,5
2019-10-02 06:22:00,4
2019-10-02 06:31:00,5
2019-10-02 06:32:00,4
2019-10-02 06:41:00,5
2019-10-02 06:42:00,4
2019-10-02 06:51:00,5
2019-10-02 06:52:00,4
2019-10-02 07:01:00,5
2019-10-02 07:02:00,4
2019-10-02 07:11:00,5
2019-10-02 07:12:00,4
2019-10-02 07:21:00,5
2019-10-02 07:22:00,4
2019-10-02 07:31:00,5
2019-10-02 07:32:00,4
2019-10-02 07:41:00,5
2019-10-02 07:42:00,2
2019-10-02 07:43:00,3
2019-10-02 07:51:00,5
2019-10-02 07:52:00,2
2019-10-02 07:53:00,3
2019-10-02 08:01:00,5
2019-10-02 08:02:00,2
2019-10-02 08:03:00,2
2019-10-02 08:11:00,5
2019-10-02 08:12:00,2
2019-10-02 08:13:00,2
2019-10-02 08:21:00,5
2019-10-02 08:22:00,2
2019-10-02 08:23:00,2
2019-10-02 08:31:00,6
2019-10-02 08:32:00,2
2019-10-02 08:33:00,2
2019-10-02 08:41:00,5
2019-10-02 08:42:00,2
2019-10-02 08:43:00,2
2019-10-02 08:51:00,5
2019-10-02 08:52:00,2
2019-10-02 08:53:00,2
2019-10-02 09:01:00,5
2019-10-02 09:02:00,2
2019-10-02 09:03:00,2
2019-10-02 09:11:00,6
2019-10-02 09:12:00,2
2019-10-02 09:13:00,2
2019-10-02 09:21:00,5
2019-10-02 09:22:00,2
2019-10-02 09:23:00,2
2019-10-02 09:31:00,5
2019-10-02 09:32:00,2
2019-10-02 09:33:00,2
2019-10-02 09:41:00,5
2019-10-02 09:42:00,2
2019-10-02 09:43:00,2
2019-10-02 09:51:00,5
2019-10-02 09:52:00,2
2019-10-02 09:53:00,2
2019-10-02 10:01:00,5
2019-10-02 10:02:00,2
2019-10-02 10:03:00,2
2019-10-02 10:11:00,5
2019-10-02 10:12:00,2
2019-10-02 10:13:00,2
2019-10-02 10:21:00,5
2019-10-02 10:22:00,2
2019-10-02 10:23:00,2
2019-10-02 10:31:00,5
2019-10-02 10:32:00,2
2019-10-02 10:33:00,2
2019-10-02 10:41:00,5
2019-10-02 10:42:00,2
2019-10-02 10:43:00,2
2019-10-02 10:51:00,5
2019-10-02 10:52:00,2
2019-10-02 10:53:00,2
2019-10-02 11:01:00,5
2019-10-02 11:02:00,2
2019-10-02 11:03:00,2
2019-10-02 11:11:00,5
2019-10-02 11:12:00,3
2019-10-02 11:13:00,2
2019-10-02 11:21:00,5
2019-10-02 11:22:00,2
2019-10-02 11:23:00,2
2019-10-02 11:31:00,5
2019-10-02 11:32:00,2
2019-10-02 11:33:00,2
2019-10-02 11:41:00,5
2019-10-02 11:42:00,2
2019-10-02 11:43:00,2
2019-10-02 11:51:00,5
2019-10-02 11:52:00,2
2019-10-02 11:53:00,2
2019-10-02 12:01:00,6
2019-10-02 12:02:00,2
2019-10-02 12:03:00,2
2019-10-02 12:11:00,5
2019-10-02 12:12:00,2
2019-10-02 12:13:00,2
2019-10-02 12:21:00,5
2019-10-02 12:22:00,2
2019-10-02 12:23:00,2
2019-10-02 12:31:00,5
2019-10-02 12:32:00,3
2019-10-02 12:33:00,2
2019-10-02 12:41:00,5
2019-10-02 12:42:00,2
2019-10-02 12:43:00,2
2019-10-02 12:51:00,5
2019-10-02 12:52:00,2
2019-10-02 12:53:00,2
2019-10-02 13:01:00,5
2019-10-02 13:02:00,2
2019-10-02 13:03:00,3
2019-10-02 13:11:00,5
2019-10-02 13:12:00,3
2019-10-02 13:13:00,2
2019-10-02 13:21:00,5
2019-10-02 13:22:00,2
2019-10-02 13:23:00,2
2019-10-02 13:31:00,7
2019-10-02 13:32:00,2
2019-10-02 13:33:00,2
2019-10-02 13:41:00,5
2019-10-02 13:42:00,2
2019-10-02 13:43:00,2
2019-10-02 13:51:00,5
2019-10-02 13:52:00,2
2019-10-02 13:53:00,2
2019-10-02 14:01:00,5
2019-10-02 14:02:00,2
2019-10-02 14:03:00,2
2019-10-02 14:11:00,5
2019-10-02 14:12:00,2
