242,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-10-02 00:49:00,1
2019-10-02 00:50:00,1
2019-10-02 00:55:00,1
2019-10-02 02:31:00,2
2019-10-02 02:32:00,1
2019-10-02 02:33:00,2
2019-10-02 05:32:00,1
2019-10-02 07:53:00,1
2019-10-02 07:55:00,1
2019-10-02 07:59:00,1
2019-10-02 09:40:00,1
2019-10-02 09:41:00,4
2019-10-02 09:42:00,7
2019-10-02 09:43:00,4
2019-10-02 09:44:00,3
2019-10-02 09:45:00,3
2019-10-02 09:46:00,4
2019-10-02 09:47:00,3
2019-10-02 09:48:00,1
2019-10-02 09:49:00,1
2019-10-02 09:50:00,2
2019-10-02 09:51:00,4
2019-10-02 09:52:00,2
2019-10-02 09:53:00,13
2019-10-02 09:54:00,8
2019-10-02 09:55:00,8
2019-10-02 09:56:00,5
2019-10-02 09:57:00,5
2019-10-02 09:58:00,8
2019-10-02 09:59:00,3
2019-10-02 10:00:00,1
2019-10-02 10:01:00,3
2019-10-02 10:02:00,3
2019-10-02 10:03:00,2
2019-10-02 10:04:00,3
2019-10-02 10:05:00,4
2019-10-02 10:06:00,2
2019-10-02 10:08:00,5
2019-10-02 10:09:00,4
2019-10-02 10:10:00,5
2019-10-02 10:11:00,5
2019-10-02 10:12:00,6
2019-10-02 10:13:00,5
2019-10-02 10:14:00,1
2019-10-02 11:05:00,1
2019-10-02 11:09:00,1
2019-10-02 11:13:00,1
2019-10-02 11:14:00,1
2019-10-02 11:16:00,1
2019-10-02 11:18:00,1
2019-10-02 11:20:00,1
2019-10-02 11:22:00,1
2019-10-02 13:22:00,1
2019-10-02 13:24:00,1
2019-10-02 13:26:00,1
2019-10-02 13:31:00,1
2019-10-02 13:37:00,1
2019-10-02 14:43:00,1
2019-10-02 14:44:00,1
2019-10-02 14:45:00,1
2019-10-02 14:46:00,1
2019-10-02 14:47:00,3
2019-10-02 14:48:00,8
2019-10-02 14:49:00,4
2019-10-02 14:50:00,10
2019-10-02 14:51:00,6
2019-10-02 14:52:00,5
2019-10-02 14:53:00,2
2019-10-02 14:54:00,2
2019-10-02 14:55:00,3
2019-10-02 14:56:00,5
2019-10-02 14:57:00,1
2019-10-02 16:46:00,1
2019-10-02 16:48:00,1
2019-10-02 16:49:00,2
2019-10-02 16:53:00,1
2019-10-02 16:56:00,1
2019-10-02 17:44:00,1
2019-10-02 17:46:00,1
2019-10-02 17:47:00,1
2019-10-02 18:03:00,1
2019-10-02 18:06:00,1
2019-10-02 18:08:00,1
2019-10-02 18:23:00,2
2019-10-02 18:59:00,1
2019-10-02 19:00:00,1
2019-10-02 19:02:00,1
2019-10-02 19:03:00,1
2019-10-02 19:05:00,1
2019-10-02 19:07:00,1
2019-10-02 19:08:00,1
2019-10-02 19:11:00,1
2019-10-02 19:13:00,1
2019-10-02 19:15:00,1
2019-10-02 19:16:00,1
2019-10-02 19:35:00,1
