2,"SELECT s.SpecObjID, s.z into mydb.MyTable from SpecObj as s JOIN SpecLine as L ON s.SpecObjID = L.specObjID WHERE L.LineId =#"
2019-10-02 07:55:00,1
2019-10-02 07:58:00,1
