11,"select p.objID, p.ra, p.dec, p.j_m, p.h_m, p.k_m from photoObjAll p join dbo.fGetNearByObjEq(#, #, #) n on n.objID = p.objID"
2019-10-02 11:59:00,1
2019-10-02 12:02:00,1
2019-10-02 12:05:00,1
2019-10-02 12:12:00,1
2019-10-02 12:21:00,1
2019-10-02 12:22:00,1
2019-10-02 12:27:00,1
2019-10-02 12:29:00,1
2019-10-02 12:31:00,3
