158,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-09-26 00:45:00,1
2019-09-26 00:51:00,9
2019-09-26 01:21:00,8
2019-09-26 01:22:00,1
2019-09-26 01:26:00,9
2019-09-26 01:45:00,1
2019-09-26 01:49:00,1
2019-09-26 02:45:00,1
2019-09-26 03:17:00,1
2019-09-26 03:44:00,9
2019-09-26 03:45:00,1
2019-09-26 04:10:00,1
2019-09-26 04:11:00,1
2019-09-26 04:29:00,2
2019-09-26 04:30:00,7
2019-09-26 04:37:00,9
2019-09-26 04:41:00,9
2019-09-26 04:45:00,1
2019-09-26 04:50:00,9
2019-09-26 04:52:00,9
2019-09-26 04:54:00,5
2019-09-26 04:55:00,3
2019-09-26 05:21:00,1
2019-09-26 05:23:00,1
2019-09-26 05:45:00,1
2019-09-26 06:45:00,1
2019-09-26 07:45:00,1
2019-09-26 07:57:00,1
2019-09-26 08:21:00,1
2019-09-26 08:23:00,1
2019-09-26 08:44:00,1
2019-09-26 09:04:00,9
2019-09-26 09:45:00,1
2019-09-26 09:55:00,9
2019-09-26 10:14:00,1
2019-09-26 10:16:00,1
2019-09-26 10:29:00,1
2019-09-26 10:45:00,1
2019-09-26 11:24:00,1
2019-09-26 11:45:00,1
2019-09-26 12:45:00,1
2019-09-26 13:45:00,1
2019-09-26 14:26:00,9
2019-09-26 14:45:00,1
2019-09-26 15:01:00,9
2019-09-26 15:45:00,1
2019-09-26 16:45:00,1
2019-09-26 17:45:00,1
2019-09-26 18:45:00,1
2019-09-26 19:45:00,1
